100073at32523	13735_0:0024ff
29464at32523	13735_0:003d09
294658at32523	13735_0:0028e6
294759at32523	13735_0:003e5e
294765at32523	13735_0:00458e
294769at32523	13735_0:003323
29479at32523	13735_0:0029f0
294806at32523	13735_0:000a09
294828at32523	13735_0:0027a5
294963at32523	13735_0:0003be
29499at32523	13735_0:002012
295107at32523	13735_0:000cf2
295209at32523	13735_0:0028cf
29530at32523	13735_0:001d0a
295457at32523	13735_0:0026ed
295641at32523	13735_0:004844
295654at32523	13735_0:003fcf
295685at32523	13735_0:003b8d
29590at32523	13735_0:000bcc
295931at32523	13735_0:001bf3
296017at32523	13735_0:000301
296085at32523	13735_0:003e11
296115at32523	13735_0:000ebe
296274at32523	13735_0:003c79
296383at32523	13735_0:001e88
296396at32523	13735_0:00159c
296497at32523	13735_0:001253
296516at32523	13735_0:001699
296574at32523	13735_0:001abc
296580at32523	13735_0:001d46
296619at32523	13735_0:0019b4
296706at32523	13735_0:0017ba
296748at32523	13735_0:0031a4
296812at32523	13735_0:000bbd
296853at32523	13735_0:003d82
296861at32523	13735_0:000a12
296888at32523	13735_0:003575
297197at32523	13735_0:0017bf
297345at32523	13735_0:002668
297609at32523	13735_0:003aad
297640at32523	13735_0:001f42
297684at32523	13735_0:002426
297915at32523	13735_0:003261
298011at32523	13735_0:003e64
298029at32523	13735_0:000ba2
298187at32523	13735_0:00335a
298204at32523	13735_0:003b59
298237at32523	13735_0:004a33
298305at32523	13735_0:002050
298394at32523	13735_0:0037d2
29845at32523	13735_0:0009f9
298630at32523	13735_0:002799
298947at32523	13735_0:00074b
299063at32523	13735_0:004891
299122at32523	13735_0:00403e
299214at32523	13735_0:003d85
299311at32523	13735_0:000581
299312at32523	13735_0:002cb5
299383at32523	13735_0:001f8c
299480at32523	13735_0:003de5
299492at32523	13735_0:0003d6
299630at32523	13735_0:003d07
299633at32523	13735_0:002be9
299737at32523	13735_0:001b06
299794at32523	13735_0:0008a4
299876at32523	13735_0:0046fd
299975at32523	13735_0:000457
300008at32523	13735_0:00313e
300031at32523	13735_0:001ecb
30006at32523	13735_0:002dbe
300158at32523	13735_0:001fd0
300164at32523	13735_0:001bdb
30022at32523	13735_0:004aee
300364at32523	13735_0:003fea
300642at32523	13735_0:0014db
300772at32523	13735_0:00086a
300815at32523	13735_0:000be9
300828at32523	13735_0:004928
300997at32523	13735_0:003ab2
30103at32523	13735_0:004a6c
301078at32523	13735_0:0030ec
301105at32523	13735_0:000675
301160at32523	13735_0:00177f
301171at32523	13735_0:003098
301243at32523	13735_0:002d02
30143at32523	13735_0:000e7d
301474at32523	13735_0:001e0c
301621at32523	13735_0:0000f3
301749at32523	13735_0:0037cd
301845at32523	13735_0:001f01
302046at32523	13735_0:0023d8
30209at32523	13735_0:004925
30211at32523	13735_0:004025
302150at32523	13735_0:00484c
302245at32523	13735_0:004138
302259at32523	13735_0:003a3a
302394at32523	13735_0:001054
30247at32523	13735_0:002ed1
302602at32523	13735_0:004764
302637at32523	13735_0:00484e
302643at32523	13735_0:000ab1
30264at32523	13735_0:003d0f
302715at32523	13735_0:002435
302721at32523	13735_0:000707
302930at32523	13735_0:002f8b
302932at32523	13735_0:004627
30304at32523	13735_0:0043a7
303097at32523	13735_0:000998
30318at32523	13735_0:003cb8
303212at32523	13735_0:002a76
303506at32523	13735_0:002e34
30353at32523	13735_0:00314b
303889at32523	13735_0:0014d1
303918at32523	13735_0:0037dd
303931at32523	13735_0:002ad1
30406at32523	13735_0:001fb0
304134at32523	13735_0:003f79
304171at32523	13735_0:001c25
30424at32523	13735_0:0037b2
304313at32523	13735_0:0000a4
304333at32523	13735_0:0011a1
304399at32523	13735_0:0028a1
304654at32523	13735_0:000e52
304702at32523	13735_0:0006a0
304750at32523	13735_0:002927
30479at32523	13735_0:00214c
30486at32523	13735_0:00261d
30494at32523	13735_0:0041cc
305138at32523	13735_0:000d0c
305143at32523	13735_0:003e30
305237at32523	13735_0:00146e
305431at32523	13735_0:00312e
305590at32523	13735_0:002feb
305735at32523	13735_0:002351
305787at32523	13735_0:004964
305803at32523	13735_0:002c82
30595at32523	13735_0:003c7d
3059at32523	13735_0:002c6f
306059at32523	13735_0:0026d6
306068at32523	13735_0:00260a
306397at32523	13735_0:0001b8
306425at32523	13735_0:000baf
30651at32523	13735_0:0024e4
306698at32523	13735_0:000773
307163at32523	13735_0:002fc0
30718at32523	13735_0:002667
30724at32523	13735_0:001af9
307812at32523	13735_0:001a8a
308580at32523	13735_0:004496
30861at32523	13735_0:0005cc
308683at32523	13735_0:004790
308747at32523	13735_0:00402a
308798at32523	13735_0:001b10
308841at32523	13735_0:003222
308935at32523	13735_0:003c9a
308939at32523	13735_0:003087
309030at32523	13735_0:003bbb
30921at32523	13735_0:000d85
309241at32523	13735_0:000081
309541at32523	13735_0:0028dd
31024at32523	13735_0:000730
31032at32523	13735_0:002f31
31070at32523	13735_0:004669
31127at32523	13735_0:002027
31168at32523	13735_0:00082d
31218at32523	13735_0:003b99
3129at32523	13735_0:002e64
31446at32523	13735_0:002ca7
31515at32523	13735_0:0016bd
31525at32523	13735_0:002463
31556at32523	13735_0:002df1
31720at32523	13735_0:002ac4
31843at32523	13735_0:0015e1
31846at32523	13735_0:002bbf
31904at32523	13735_0:001bd5
31906at32523	13735_0:0040f2
32073at32523	13735_0:002e3a
32130at32523	13735_0:000d3c
32134at32523	13735_0:001431
32146at32523	13735_0:0048eb
32255at32523	13735_0:000829
32549at32523	13735_0:000b7f
3264at32523	13735_0:004979
32661at32523	13735_0:000380
32680at32523	13735_0:001667
32757at32523	13735_0:0023af
32790at32523	13735_0:00146c
32796at32523	13735_0:00331a
3280at32523	13735_0:00308e
32816at32523	13735_0:001b70
32884at32523	13735_0:003007
32967at32523	13735_0:003596
32968at32523	13735_0:002d99
33110at32523	13735_0:0017d6
33146at32523	13735_0:0019e9
33171at32523	13735_0:004017
3318at32523	13735_0:004b0e
33280at32523	13735_0:002a52
33312at32523	13735_0:003814
33404at32523	13735_0:0012c3
3344at32523	13735_0:002b7e
3357at32523	13735_0:002ba3
33582at32523	13735_0:003058
33595at32523	13735_0:000b1b
33728at32523	13735_0:003923
33856at32523	13735_0:004919
33874at32523	13735_0:0009ea
33874at32523	13735_0:000c39
33904at32523	13735_0:001fb6
34059at32523	13735_0:000a34
34063at32523	13735_0:0029cc
34087at32523	13735_0:0016c8
34122at32523	13735_0:000d48
34185at32523	13735_0:004055
34225at32523	13735_0:001171
34270at32523	13735_0:003832
34307at32523	13735_0:00410d
34372at32523	13735_0:000159
34397at32523	13735_0:004a86
34400at32523	13735_0:002a5e
34431at32523	13735_0:002fda
34505at32523	13735_0:000094
34657at32523	13735_0:004251
34767at32523	13735_0:000017
34904at32523	13735_0:00235a
35115at32523	13735_0:00177b
35204at32523	13735_0:003b57
35259at32523	13735_0:002f82
35351at32523	13735_0:00318f
35456at32523	13735_0:002a4d
35460at32523	13735_0:003613
35479at32523	13735_0:004901
35484at32523	13735_0:001b51
35484at32523	13735_0:002f07
35508at32523	13735_0:000ba4
35526at32523	13735_0:000bcd
35573at32523	13735_0:003f62
35695at32523	13735_0:001c75
35696at32523	13735_0:004a6f
35780at32523	13735_0:000263
35937at32523	13735_0:0043a4
35980at32523	13735_0:004214
36040at32523	13735_0:0038dc
36067at32523	13735_0:003ed1
36099at32523	13735_0:0044b6
36141at32523	13735_0:004843
36171at32523	13735_0:00268b
36171at32523	13735_0:00268d
36212at32523	13735_0:0019f7
36217at32523	13735_0:0047a6
3627at32523	13735_0:003891
36298at32523	13735_0:002743
36299at32523	13735_0:0009ad
36389at32523	13735_0:00122e
36406at32523	13735_0:00189f
36409at32523	13735_0:001e57
36628at32523	13735_0:0021c6
36646at32523	13735_0:00444c
36670at32523	13735_0:001bf0
36683at32523	13735_0:0034e1
36736at32523	13735_0:00232b
36743at32523	13735_0:0029a8
36985at32523	13735_0:0014a0
3704at32523	13735_0:0044a4
37062at32523	13735_0:0048d0
37077at32523	13735_0:000625
37089at32523	13735_0:004343
37090at32523	13735_0:00277e
37090at32523	13735_0:0047ba
37091at32523	13735_0:00157d
37139at32523	13735_0:0005a0
37181at32523	13735_0:0037e8
37229at32523	13735_0:0012ef
3725at32523	13735_0:0008d7
37398at32523	13735_0:001cfc
37400at32523	13735_0:002c58
37401at32523	13735_0:002551
37414at32523	13735_0:001051
37585at32523	13735_0:003da1
37595at32523	13735_0:004a97
3766at32523	13735_0:001939
3768at32523	13735_0:003c18
37749at32523	13735_0:0037b0
37767at32523	13735_0:002b97
37780at32523	13735_0:002b59
37956at32523	13735_0:004373
37975at32523	13735_0:00485f
38067at32523	13735_0:001f14
38112at32523	13735_0:000d83
38146at32523	13735_0:0034d6
38156at32523	13735_0:0007d4
38162at32523	13735_0:0029ff
38183at32523	13735_0:002ca5
38403at32523	13735_0:0029b8
38481at32523	13735_0:0024f8
38580at32523	13735_0:003382
38690at32523	13735_0:001e3a
38721at32523	13735_0:000820
38740at32523	13735_0:003f2c
38760at32523	13735_0:001435
38873at32523	13735_0:003eae
38882at32523	13735_0:002105
38885at32523	13735_0:002ea1
38892at32523	13735_0:00295a
38923at32523	13735_0:002eb7
38961at32523	13735_0:0035c0
38961at32523	13735_0:0035c1
39015at32523	13735_0:00338e
39067at32523	13735_0:001c3e
39310at32523	13735_0:0042e1
39443at32523	13735_0:002780
39463at32523	13735_0:001cef
39511at32523	13735_0:00233b
39526at32523	13735_0:004a58
39534at32523	13735_0:003897
39633at32523	13735_0:001268
39658at32523	13735_0:0024da
39659at32523	13735_0:003bae
39851at32523	13735_0:002e98
39925at32523	13735_0:0016a9
39930at32523	13735_0:003d3f
39986at32523	13735_0:001000
40157at32523	13735_0:0037e3
40227at32523	13735_0:001a4d
4025at32523	13735_0:003d9b
40350at32523	13735_0:0047f5
40562at32523	13735_0:001935
40668at32523	13735_0:0020cd
40718at32523	13735_0:0034c3
40748at32523	13735_0:003bd2
40754at32523	13735_0:003947
40881at32523	13735_0:0037a5
40982at32523	13735_0:0033f2
41099at32523	13735_0:0038f8
41111at32523	13735_0:0006ec
41395at32523	13735_0:00140a
41415at32523	13735_0:0040b4
41435at32523	13735_0:0021fc
41450at32523	13735_0:000879
41533at32523	13735_0:004095
41564at32523	13735_0:000a36
41658at32523	13735_0:003ece
41704at32523	13735_0:00499d
41743at32523	13735_0:003991
4177at32523	13735_0:00010f
4188at32523	13735_0:001fd7
419at32523	13735_0:0019de
42007at32523	13735_0:002403
4202at32523	13735_0:001096
42099at32523	13735_0:00465a
42164at32523	13735_0:000f83
42251at32523	13735_0:0044d9
42258at32523	13735_0:004a7e
42301at32523	13735_0:002001
42390at32523	13735_0:001337
42445at32523	13735_0:001d5f
42538at32523	13735_0:0022cd
42615at32523	13735_0:002018
42619at32523	13735_0:004a4a
42646at32523	13735_0:003755
42731at32523	13735_0:0004d0
42951at32523	13735_0:0035c6
43021at32523	13735_0:000156
4307at32523	13735_0:001f7f
43096at32523	13735_0:0006e6
43168at32523	13735_0:002d69
43178at32523	13735_0:00007b
43239at32523	13735_0:000408
43353at32523	13735_0:001eb4
43490at32523	13735_0:001f11
43670at32523	13735_0:003aea
43756at32523	13735_0:0027c8
43756at32523	13735_0:0027d0
43766at32523	13735_0:002cf5
43942at32523	13735_0:00239f
43944at32523	13735_0:0034d2
43954at32523	13735_0:001c2b
43956at32523	13735_0:002e58
4408at32523	13735_0:003b4c
44121at32523	13735_0:001e02
4413at32523	13735_0:002499
44174at32523	13735_0:0032bd
44355at32523	13735_0:0022cf
44421at32523	13735_0:003481
44439at32523	13735_0:003b33
44456at32523	13735_0:004a6e
44571at32523	13735_0:0045e8
44752at32523	13735_0:00466f
44915at32523	13735_0:003d72
45054at32523	13735_0:001694
45105at32523	13735_0:002f7e
45281at32523	13735_0:000f93
45359at32523	13735_0:000924
45371at32523	13735_0:004727
45393at32523	13735_0:002500
45423at32523	13735_0:004035
45431at32523	13735_0:001a61
45439at32523	13735_0:002d3c
45712at32523	13735_0:0025cd
45935at32523	13735_0:004102
45998at32523	13735_0:0031cf
46044at32523	13735_0:00350a
46097at32523	13735_0:001843
46111at32523	13735_0:001cfb
46113at32523	13735_0:002301
46322at32523	13735_0:003fcc
46377at32523	13735_0:002851
46377at32523	13735_0:002855
46392at32523	13735_0:00387b
46482at32523	13735_0:001c26
46577at32523	13735_0:0003c2
46594at32523	13735_0:0015c7
46650at32523	13735_0:003359
46651at32523	13735_0:0001bb
46714at32523	13735_0:000168
46758at32523	13735_0:0040b3
46805at32523	13735_0:0022e8
46860at32523	13735_0:0026ea
46922at32523	13735_0:0007c8
47038at32523	13735_0:000fdd
47088at32523	13735_0:002bbe
47092at32523	13735_0:002f3e
47099at32523	13735_0:0049b3
47147at32523	13735_0:000936
47152at32523	13735_0:001e0e
47222at32523	13735_0:0017e0
47274at32523	13735_0:000aaa
47302at32523	13735_0:00461b
47363at32523	13735_0:0029af
47409at32523	13735_0:002028
47463at32523	13735_0:000a6e
47473at32523	13735_0:00428a
47513at32523	13735_0:002bf9
47622at32523	13735_0:002037
47625at32523	13735_0:002acc
47862at32523	13735_0:000a56
47871at32523	13735_0:001732
47921at32523	13735_0:004075
48118at32523	13735_0:000ea6
48295at32523	13735_0:001d6d
48355at32523	13735_0:000273
48355at32523	13735_0:00027d
4841at32523	13735_0:004495
48420at32523	13735_0:0048b9
48437at32523	13735_0:0008b6
48483at32523	13735_0:000434
48547at32523	13735_0:004234
48547at32523	13735_0:0045a2
48580at32523	13735_0:00156d
4862at32523	13735_0:001da5
48639at32523	13735_0:00389e
48757at32523	13735_0:000569
48757at32523	13735_0:000573
48768at32523	13735_0:00153d
48791at32523	13735_0:003f37
48794at32523	13735_0:004a5a
48942at32523	13735_0:00243d
48956at32523	13735_0:002978
4898at32523	13735_0:0042e2
49027at32523	13735_0:002474
49159at32523	13735_0:0040fa
4917at32523	13735_0:0023c5
49191at32523	13735_0:004666
49209at32523	13735_0:000326
49333at32523	13735_0:001b0e
49344at32523	13735_0:0034cd
49344at32523	13735_0:0034d3
49347at32523	13735_0:003acc
49418at32523	13735_0:00134d
49447at32523	13735_0:0016c6
49491at32523	13735_0:0004d1
49499at32523	13735_0:003ae6
49559at32523	13735_0:0014b3
49590at32523	13735_0:001f4d
49619at32523	13735_0:001cf6
49624at32523	13735_0:000b81
49652at32523	13735_0:001a46
49676at32523	13735_0:0049f7
49681at32523	13735_0:000668
49691at32523	13735_0:001050
49999at32523	13735_0:001a0d
50089at32523	13735_0:00000e
50206at32523	13735_0:001479
50548at32523	13735_0:00173e
50632at32523	13735_0:00382f
50637at32523	13735_0:000898
50847at32523	13735_0:000f9f
50971at32523	13735_0:00482d
51084at32523	13735_0:00424f
51212at32523	13735_0:001660
51223at32523	13735_0:001fb8
51611at32523	13735_0:0001bc
51621at32523	13735_0:0037d1
51776at32523	13735_0:002068
51849at32523	13735_0:00251f
51854at32523	13735_0:002a0b
51856at32523	13735_0:000e8f
51860at32523	13735_0:00123e
52041at32523	13735_0:0004a9
5204at32523	13735_0:001a80
52086at32523	13735_0:0023b0
52169at32523	13735_0:0042c5
5220at32523	13735_0:0028d9
52256at32523	13735_0:003f20
52305at32523	13735_0:001316
52390at32523	13735_0:00315c
52438at32523	13735_0:003714
52531at32523	13735_0:001243
52558at32523	13735_0:0046ca
52562at32523	13735_0:003086
52566at32523	13735_0:00221e
52590at32523	13735_0:004651
52652at32523	13735_0:004231
52868at32523	13735_0:002282
52870at32523	13735_0:0014a6
52987at32523	13735_0:003030
53009at32523	13735_0:002ffe
53019at32523	13735_0:001182
53191at32523	13735_0:00336c
53251at32523	13735_0:003f92
53271at32523	13735_0:00300f
53317at32523	13735_0:001de8
53386at32523	13735_0:0045f7
53426at32523	13735_0:003410
53439at32523	13735_0:004969
5343at32523	13735_0:002e4a
53535at32523	13735_0:00192a
53634at32523	13735_0:001da9
53673at32523	13735_0:0021fa
53783at32523	13735_0:000fe5
53844at32523	13735_0:001795
53851at32523	13735_0:002354
53925at32523	13735_0:003463
54011at32523	13735_0:004116
54120at32523	13735_0:002263
54252at32523	13735_0:003a6e
54262at32523	13735_0:00007c
54322at32523	13735_0:000f0d
54352at32523	13735_0:00371f
54439at32523	13735_0:00069f
54502at32523	13735_0:003152
54646at32523	13735_0:00306f
54695at32523	13735_0:000cf6
55092at32523	13735_0:004761
55368at32523	13735_0:0008b7
55373at32523	13735_0:0013d7
55391at32523	13735_0:000bb4
55435at32523	13735_0:0019fa
55532at32523	13735_0:004360
55565at32523	13735_0:002aed
55566at32523	13735_0:0006f8
55586at32523	13735_0:0030e0
55636at32523	13735_0:00284f
55672at32523	13735_0:002b39
55777at32523	13735_0:001ac6
55876at32523	13735_0:0042e7
55885at32523	13735_0:001cf0
55910at32523	13735_0:002d86
55951at32523	13735_0:00489a
56111at32523	13735_0:0049a3
56119at32523	13735_0:0046d4
56260at32523	13735_0:00227b
56267at32523	13735_0:00262d
56400at32523	13735_0:000f7a
56494at32523	13735_0:000784
56506at32523	13735_0:0002ba
56591at32523	13735_0:002ae0
56641at32523	13735_0:00469d
56672at32523	13735_0:003b8b
56679at32523	13735_0:003c95
56686at32523	13735_0:0034c9
56858at32523	13735_0:001b89
57115at32523	13735_0:0035e9
57116at32523	13735_0:000267
57120at32523	13735_0:002409
57153at32523	13735_0:003b13
57197at32523	13735_0:0046fa
57198at32523	13735_0:004161
57204at32523	13735_0:003150
57529at32523	13735_0:00467f
57640at32523	13735_0:003e5c
57678at32523	13735_0:001f20
57694at32523	13735_0:000402
57805at32523	13735_0:00209a
57813at32523	13735_0:002f5e
57825at32523	13735_0:0039fe
57831at32523	13735_0:003392
57935at32523	13735_0:000def
58065at32523	13735_0:00426d
58083at32523	13735_0:002e99
58140at32523	13735_0:0025a0
58163at32523	13735_0:003c9c
58258at32523	13735_0:0018c0
58295at32523	13735_0:001e31
58304at32523	13735_0:0003ca
58318at32523	13735_0:00034c
58398at32523	13735_0:001621
58545at32523	13735_0:0029e8
58546at32523	13735_0:000bd5
58582at32523	13735_0:0006ab
5875at32523	13735_0:00070d
58859at32523	13735_0:0024fc
58864at32523	13735_0:000399
58880at32523	13735_0:0006a6
58898at32523	13735_0:0047d4
58990at32523	13735_0:000621
59046at32523	13735_0:002290
59212at32523	13735_0:00402d
59232at32523	13735_0:0026e8
59383at32523	13735_0:0023a8
59442at32523	13735_0:003f24
59498at32523	13735_0:00413c
59637at32523	13735_0:002c2f
59642at32523	13735_0:002c6d
59688at32523	13735_0:0010d9
59704at32523	13735_0:002f32
59718at32523	13735_0:00060a
59812at32523	13735_0:004692
59900at32523	13735_0:00376e
59906at32523	13735_0:004448
59907at32523	13735_0:00468e
59909at32523	13735_0:00269b
59938at32523	13735_0:002d00
60104at32523	13735_0:0039fb
60108at32523	13735_0:003175
60204at32523	13735_0:002e76
60274at32523	13735_0:003e26
60356at32523	13735_0:00274f
60364at32523	13735_0:004a41
60376at32523	13735_0:00147e
60413at32523	13735_0:001b66
60514at32523	13735_0:004067
60551at32523	13735_0:002e55
6055at32523	13735_0:001bd4
60565at32523	13735_0:000cae
60588at32523	13735_0:002629
60601at32523	13735_0:004904
60659at32523	13735_0:00403b
60727at32523	13735_0:0009f7
60779at32523	13735_0:0038ca
60890at32523	13735_0:001f8d
60892at32523	13735_0:0036c0
61087at32523	13735_0:00245b
61142at32523	13735_0:001eaf
61154at32523	13735_0:001cee
61250at32523	13735_0:004601
61328at32523	13735_0:0001b0
61329at32523	13735_0:0008ec
61510at32523	13735_0:000b01
61513at32523	13735_0:00077f
61594at32523	13735_0:000ca1
61620at32523	13735_0:001eb0
61625at32523	13735_0:003a7b
61626at32523	13735_0:000bd0
61630at32523	13735_0:0044fe
61638at32523	13735_0:0023cf
61708at32523	13735_0:0036fc
61791at32523	13735_0:0034b9
61878at32523	13735_0:0031a8
61899at32523	13735_0:002afe
61999at32523	13735_0:003c3e
62039at32523	13735_0:0017ce
62039at32523	13735_0:0017e4
62044at32523	13735_0:000bf2
62159at32523	13735_0:0044af
62209at32523	13735_0:002804
62220at32523	13735_0:000ec2
62240at32523	13735_0:00034a
62267at32523	13735_0:003898
62409at32523	13735_0:00259e
62495at32523	13735_0:000b8c
62513at32523	13735_0:002b8e
62528at32523	13735_0:0027e2
62579at32523	13735_0:004939
62580at32523	13735_0:001de4
62592at32523	13735_0:00071e
62738at32523	13735_0:00256c
62739at32523	13735_0:001eb5
6290at32523	13735_0:002890
63020at32523	13735_0:0043d2
63076at32523	13735_0:000218
63225at32523	13735_0:000958
63280at32523	13735_0:001a63
63294at32523	13735_0:001ec7
63382at32523	13735_0:002240
63388at32523	13735_0:004591
63695at32523	13735_0:001f66
63752at32523	13735_0:00114b
63823at32523	13735_0:0003a2
63845at32523	13735_0:0018b3
64069at32523	13735_0:002a51
64071at32523	13735_0:000199
64072at32523	13735_0:000e9d
6412at32523	13735_0:000a67
64182at32523	13735_0:000308
64217at32523	13735_0:0045b4
64224at32523	13735_0:000292
64249at32523	13735_0:0047ce
6438at32523	13735_0:000162
64483at32523	13735_0:001133
64518at32523	13735_0:002614
64620at32523	13735_0:001eb9
64751at32523	13735_0:003a3e
64758at32523	13735_0:000748
64762at32523	13735_0:00406b
64841at32523	13735_0:001b65
64854at32523	13735_0:000ccc
64993at32523	13735_0:004606
65011at32523	13735_0:0049de
65021at32523	13735_0:0006b2
65069at32523	13735_0:003073
65096at32523	13735_0:004782
65110at32523	13735_0:003905
65113at32523	13735_0:001f05
65197at32523	13735_0:000af3
65291at32523	13735_0:0044d0
65318at32523	13735_0:00006c
65447at32523	13735_0:003f57
65570at32523	13735_0:00488a
65633at32523	13735_0:001a7c
65634at32523	13735_0:00209c
6566at32523	13735_0:0007c2
65760at32523	13735_0:0015c4
65795at32523	13735_0:004291
65800at32523	13735_0:00236e
65904at32523	13735_0:00276f
65935at32523	13735_0:0026cf
65939at32523	13735_0:00381c
65940at32523	13735_0:001cf3
66028at32523	13735_0:0040d3
66052at32523	13735_0:00444d
66067at32523	13735_0:002876
66116at32523	13735_0:00391b
66162at32523	13735_0:0044dd
66188at32523	13735_0:000917
66292at32523	13735_0:003283
66317at32523	13735_0:0013bb
66392at32523	13735_0:000bdc
663at32523	13735_0:0027d1
6641at32523	13735_0:0049e1
66496at32523	13735_0:004271
66615at32523	13735_0:003e37
66632at32523	13735_0:00217f
66698at32523	13735_0:000442
66845at32523	13735_0:00227d
66856at32523	13735_0:002f13
66945at32523	13735_0:002ce1
66990at32523	13735_0:001b37
66at32523	13735_0:001879
67102at32523	13735_0:001cca
6711at32523	13735_0:001ef8
67130at32523	13735_0:00274e
67177at32523	13735_0:003bbf
67240at32523	13735_0:003cc2
67254at32523	13735_0:004003
67260at32523	13735_0:0037c8
67312at32523	13735_0:003aaf
67374at32523	13735_0:000933
67423at32523	13735_0:0043e4
675at32523	13735_0:00497b
67670at32523	13735_0:002fb6
67676at32523	13735_0:00469b
67678at32523	13735_0:003c05
67681at32523	13735_0:000877
67700at32523	13735_0:00117d
67732at32523	13735_0:002284
67743at32523	13735_0:0016a6
67853at32523	13735_0:0042c8
67877at32523	13735_0:004672
67906at32523	13735_0:003d4c
67909at32523	13735_0:0010b1
68248at32523	13735_0:001def
68252at32523	13735_0:000870
68351at32523	13735_0:00479b
68412at32523	13735_0:001f0e
68436at32523	13735_0:0042f5
68460at32523	13735_0:0023d7
68503at32523	13735_0:004710
68556at32523	13735_0:003675
68680at32523	13735_0:0037de
68693at32523	13735_0:001f26
68718at32523	13735_0:0042eb
68738at32523	13735_0:003ff5
68740at32523	13735_0:003383
68749at32523	13735_0:004ac7
6878at32523	13735_0:00122f
6879at32523	13735_0:000b06
68803at32523	13735_0:003b7f
68830at32523	13735_0:00288e
68947at32523	13735_0:0023f0
6895at32523	13735_0:002897
68984at32523	13735_0:0021c7
69006at32523	13735_0:001527
69050at32523	13735_0:00028b
69067at32523	13735_0:003cee
69201at32523	13735_0:003555
69226at32523	13735_0:003130
69228at32523	13735_0:002187
6923at32523	13735_0:001b77
6923at32523	13735_0:004580
69364at32523	13735_0:001f07
69417at32523	13735_0:004449
69465at32523	13735_0:001a2f
69531at32523	13735_0:003013
69566at32523	13735_0:002901
69618at32523	13735_0:002100
69690at32523	13735_0:004009
69720at32523	13735_0:00256b
69748at32523	13735_0:0022cb
69828at32523	13735_0:0040b2
69999at32523	13735_0:000589
70008at32523	13735_0:00162a
7001at32523	13735_0:0028f9
70026at32523	13735_0:002b94
70037at32523	13735_0:003f40
70049at32523	13735_0:002906
70270at32523	13735_0:002294
70301at32523	13735_0:004002
7033at32523	13735_0:000f2d
70364at32523	13735_0:001686
70489at32523	13735_0:000416
70548at32523	13735_0:000659
70556at32523	13735_0:001101
70563at32523	13735_0:00303f
70578at32523	13735_0:002b46
70607at32523	13735_0:000677
7066at32523	13735_0:001982
70807at32523	13735_0:0033a6
70811at32523	13735_0:002b4f
71170at32523	13735_0:003539
71190at32523	13735_0:004517
71192at32523	13735_0:0008a9
71241at32523	13735_0:000ec1
71322at32523	13735_0:0026b0
71347at32523	13735_0:002024
71364at32523	13735_0:004511
71388at32523	13735_0:00027f
71466at32523	13735_0:001569
71584at32523	13735_0:00349f
71587at32523	13735_0:0027ed
71596at32523	13735_0:000dea
71664at32523	13735_0:00174e
71741at32523	13735_0:000770
71859at32523	13735_0:000880
71868at32523	13735_0:001859
72036at32523	13735_0:003fa1
72139at32523	13735_0:000628
72210at32523	13735_0:000bc4
72215at32523	13735_0:00368b
72222at32523	13735_0:000d44
72222at32523	13735_0:000d45
72279at32523	13735_0:001eef
72292at32523	13735_0:000230
72399at32523	13735_0:00073c
72414at32523	13735_0:004179
72486at32523	13735_0:002d23
72496at32523	13735_0:003ce7
72515at32523	13735_0:004a8e
72534at32523	13735_0:0048b0
72646at32523	13735_0:00359b
72650at32523	13735_0:00087c
72657at32523	13735_0:001f8b
72659at32523	13735_0:002949
72772at32523	13735_0:004019
72921at32523	13735_0:002900
72976at32523	13735_0:0026a3
73013at32523	13735_0:001979
73148at32523	13735_0:0001b5
73178at32523	13735_0:0023a5
73297at32523	13735_0:000231
7335at32523	13735_0:000785
73451at32523	13735_0:003112
73551at32523	13735_0:0019d7
73623at32523	13735_0:001750
73696at32523	13735_0:00294c
73730at32523	13735_0:0023b5
73741at32523	13735_0:003356
74047at32523	13735_0:0044b4
74051at32523	13735_0:0011a7
74059at32523	13735_0:0024a0
74062at32523	13735_0:000deb
7416at32523	13735_0:004698
74208at32523	13735_0:000fe9
74212at32523	13735_0:0019ec
74351at32523	13735_0:0034a0
74369at32523	13735_0:000d49
74386at32523	13735_0:003cb1
74405at32523	13735_0:000679
7454at32523	13735_0:002ebf
74571at32523	13735_0:0044d5
74589at32523	13735_0:001a4e
74660at32523	13735_0:002b54
74845at32523	13735_0:000e98
74846at32523	13735_0:002814
74848at32523	13735_0:0026d5
75085at32523	13735_0:00354c
75106at32523	13735_0:004232
75159at32523	13735_0:004547
75221at32523	13735_0:0019ff
75314at32523	13735_0:004751
75470at32523	13735_0:0021db
75521at32523	13735_0:004930
75528at32523	13735_0:0018f9
75577at32523	13735_0:0000ad
75602at32523	13735_0:000e83
75645at32523	13735_0:0008c4
75693at32523	13735_0:003c75
75700at32523	13735_0:0049a5
75753at32523	13735_0:0013fa
76116at32523	13735_0:0045ea
76117at32523	13735_0:003d74
76120at32523	13735_0:0035ba
76122at32523	13735_0:000ac1
76123at32523	13735_0:00270b
76244at32523	13735_0:0006db
76356at32523	13735_0:001567
76357at32523	13735_0:002b62
76401at32523	13735_0:0015dd
76408at32523	13735_0:004a74
7640at32523	13735_0:001219
76421at32523	13735_0:001f99
7650at32523	13735_0:001d62
76539at32523	13735_0:003475
76590at32523	13735_0:001094
76638at32523	13735_0:0012a0
