100073at32523	8478_0:000611
290814at32523	8478_0:000d4c
29093at32523	8478_0:001a65
29095at32523	8478_0:001b16
291010at32523	8478_0:004e37
291099at32523	8478_0:002c10
291175at32523	8478_0:001fd9
291212at32523	8478_0:004d3f
291252at32523	8478_0:001df2
291255at32523	8478_0:003394
291381at32523	8478_0:002745
291434at32523	8478_0:004b3b
291451at32523	8478_0:002a28
291475at32523	8478_0:0043e8
291641at32523	8478_0:004c5e
291672at32523	8478_0:0051d7
291715at32523	8478_0:001a93
29173at32523	8478_0:000b67
292000at32523	8478_0:004b18
292062at32523	8478_0:0008e5
292094at32523	8478_0:001a6a
292138at32523	8478_0:0026ad
292186at32523	8478_0:000c68
292189at32523	8478_0:004c6d
292234at32523	8478_0:004bd1
292288at32523	8478_0:004fd1
292291at32523	8478_0:001c3b
29230at32523	8478_0:000a62
292367at32523	8478_0:001412
292469at32523	8478_0:002851
292567at32523	8478_0:0043a7
292703at32523	8478_0:0043fa
292777at32523	8478_0:004972
293046at32523	8478_0:000c6d
293098at32523	8478_0:004926
293246at32523	8478_0:0023fe
293248at32523	8478_0:001799
293250at32523	8478_0:0006ec
293253at32523	8478_0:00096d
293264at32523	8478_0:004674
293265at32523	8478_0:0012f9
293285at32523	8478_0:000136
293308at32523	8478_0:001cd4
293431at32523	8478_0:001c5c
293550at32523	8478_0:00479b
293628at32523	8478_0:004ac0
293635at32523	8478_0:004f31
293808at32523	8478_0:00112d
293833at32523	8478_0:000f5b
293881at32523	8478_0:002795
293975at32523	8478_0:002344
29403at32523	8478_0:001a46
29403at32523	8478_0:0041e6
294083at32523	8478_0:00517f
294091at32523	8478_0:004407
294122at32523	8478_0:002094
294199at32523	8478_0:004cf0
294368at32523	8478_0:000b7a
294369at32523	8478_0:004d62
294423at32523	8478_0:00508e
294624at32523	8478_0:002411
29464at32523	8478_0:004df9
294658at32523	8478_0:00500a
294759at32523	8478_0:00038b
294765at32523	8478_0:002a1e
294769at32523	8478_0:00283b
29479at32523	8478_0:000eb2
294806at32523	8478_0:003b35
294828at32523	8478_0:000bd1
294963at32523	8478_0:0022db
29499at32523	8478_0:004cc2
295209at32523	8478_0:00512d
29530at32523	8478_0:000739
295457at32523	8478_0:0048a5
295641at32523	8478_0:0002c6
295654at32523	8478_0:0023ca
295685at32523	8478_0:000256
29590at32523	8478_0:000259
295931at32523	8478_0:0045ea
296017at32523	8478_0:004d94
296085at32523	8478_0:000bac
296115at32523	8478_0:003197
296274at32523	8478_0:0044bc
296383at32523	8478_0:000f98
296396at32523	8478_0:001aa3
296497at32523	8478_0:0021e3
296516at32523	8478_0:001e0a
296574at32523	8478_0:00059d
296580at32523	8478_0:000d51
296619at32523	8478_0:00445a
296706at32523	8478_0:00177a
296748at32523	8478_0:0016d4
296812at32523	8478_0:0049f4
296853at32523	8478_0:004d23
296861at32523	8478_0:002d6f
296888at32523	8478_0:004ad8
297033at32523	8478_0:0025fe
297197at32523	8478_0:001769
297345at32523	8478_0:0008ff
297609at32523	8478_0:000ef2
297640at32523	8478_0:002607
297684at32523	8478_0:002b90
297915at32523	8478_0:002899
298011at32523	8478_0:0002e5
298029at32523	8478_0:0049e4
298187at32523	8478_0:001c88
298204at32523	8478_0:00032b
298237at32523	8478_0:002326
298305at32523	8478_0:0002a9
298394at32523	8478_0:000366
29845at32523	8478_0:002c6a
298630at32523	8478_0:002893
298947at32523	8478_0:004e72
299063at32523	8478_0:001a05
299122at32523	8478_0:004456
299214at32523	8478_0:00025d
299311at32523	8478_0:00012e
299312at32523	8478_0:00436b
299383at32523	8478_0:001b98
299480at32523	8478_0:002c5b
299492at32523	8478_0:0043d6
299630at32523	8478_0:0043eb
299633at32523	8478_0:0004c9
299737at32523	8478_0:00398c
299794at32523	8478_0:002fbb
299876at32523	8478_0:001392
299975at32523	8478_0:003759
300008at32523	8478_0:004e31
300031at32523	8478_0:00160d
30006at32523	8478_0:002533
300158at32523	8478_0:00226e
300164at32523	8478_0:001438
30022at32523	8478_0:0019b4
300364at32523	8478_0:001248
300642at32523	8478_0:000414
300700at32523	8478_0:0026de
300772at32523	8478_0:000372
300815at32523	8478_0:000115
300828at32523	8478_0:004268
300997at32523	8478_0:000f0f
30103at32523	8478_0:001abc
301078at32523	8478_0:0050b1
301105at32523	8478_0:0026a3
301160at32523	8478_0:000d1d
301171at32523	8478_0:001fda
301243at32523	8478_0:0007a5
30143at32523	8478_0:00308a
301474at32523	8478_0:0040ea
301621at32523	8478_0:0038d4
301749at32523	8478_0:000aa9
301845at32523	8478_0:001604
302046at32523	8478_0:001bf5
30209at32523	8478_0:004260
30211at32523	8478_0:00063b
302150at32523	8478_0:00021d
302245at32523	8478_0:004c60
302259at32523	8478_0:0006b0
302394at32523	8478_0:00055a
30247at32523	8478_0:0013c8
302602at32523	8478_0:0043ae
302637at32523	8478_0:001cde
302643at32523	8478_0:00217a
30264at32523	8478_0:004e87
302715at32523	8478_0:0046ff
302721at32523	8478_0:00040b
302930at32523	8478_0:0016b1
302932at32523	8478_0:000c8f
30304at32523	8478_0:004ba0
303097at32523	8478_0:004a4d
30310at32523	8478_0:004c27
30318at32523	8478_0:005193
303212at32523	8478_0:00334d
303506at32523	8478_0:001475
30353at32523	8478_0:00486a
303889at32523	8478_0:000445
303918at32523	8478_0:002783
303931at32523	8478_0:004477
30406at32523	8478_0:00256a
304134at32523	8478_0:0025a0
304171at32523	8478_0:00030b
30424at32523	8478_0:00438c
304313at32523	8478_0:0028da
304333at32523	8478_0:000102
304399at32523	8478_0:004202
304654at32523	8478_0:00228d
304702at32523	8478_0:004b1f
304750at32523	8478_0:001a52
30479at32523	8478_0:0008b6
30486at32523	8478_0:000071
30494at32523	8478_0:00213d
305138at32523	8478_0:0003e8
305143at32523	8478_0:003191
305237at32523	8478_0:000a8e
305384at32523	8478_0:004bba
305431at32523	8478_0:004e0b
305590at32523	8478_0:00480c
305735at32523	8478_0:004e92
305787at32523	8478_0:005045
305803at32523	8478_0:001027
30595at32523	8478_0:0026e1
3059at32523	8478_0:003902
306059at32523	8478_0:000d6d
306068at32523	8478_0:002d0d
306397at32523	8478_0:000b76
306425at32523	8478_0:0049f3
30651at32523	8478_0:000594
306698at32523	8478_0:004e5c
306857at32523	8478_0:000bb6
307031at32523	8478_0:001fdd
307163at32523	8478_0:0017be
307167at32523	8478_0:001b25
30718at32523	8478_0:000a08
30724at32523	8478_0:00251a
307812at32523	8478_0:003101
308580at32523	8478_0:0008a0
30861at32523	8478_0:002b53
308683at32523	8478_0:002e3a
308747at32523	8478_0:0006d4
308798at32523	8478_0:00398d
308841at32523	8478_0:004551
308935at32523	8478_0:00519a
308939at32523	8478_0:0023b6
309030at32523	8478_0:0050ef
30921at32523	8478_0:002f94
309241at32523	8478_0:002b25
309541at32523	8478_0:004ff6
31024at32523	8478_0:004e25
31032at32523	8478_0:001c18
31070at32523	8478_0:0003df
31127at32523	8478_0:00023d
31168at32523	8478_0:004967
31218at32523	8478_0:000260
3129at32523	8478_0:001e93
31446at32523	8478_0:000145
31515at32523	8478_0:001e28
31525at32523	8478_0:000d09
31556at32523	8478_0:000a5d
31720at32523	8478_0:004a19
31843at32523	8478_0:004eb5
31846at32523	8478_0:000bfe
31904at32523	8478_0:0014b5
31906at32523	8478_0:0045c9
32073at32523	8478_0:00443f
32130at32523	8478_0:0003cf
32134at32523	8478_0:001452
32146at32523	8478_0:001320
32255at32523	8478_0:004961
32549at32523	8478_0:00195e
3264at32523	8478_0:005050
32661at32523	8478_0:00073a
32680at32523	8478_0:004b4e
32757at32523	8478_0:0043e5
32790at32523	8478_0:0001cb
32796at32523	8478_0:002845
3280at32523	8478_0:001ffd
32816at32523	8478_0:0048c5
32884at32523	8478_0:004d00
32967at32523	8478_0:005230
32968at32523	8478_0:000c2b
33110at32523	8478_0:001781
33146at32523	8478_0:0008da
33171at32523	8478_0:00071f
3318at32523	8478_0:0011e4
33280at32523	8478_0:004e4e
33312at32523	8478_0:0020de
33404at32523	8478_0:00016b
3344at32523	8478_0:00133a
3357at32523	8478_0:000c14
33582at32523	8478_0:001c65
33595at32523	8478_0:000321
33728at32523	8478_0:001d6e
33856at32523	8478_0:004218
33874at32523	8478_0:000761
33904at32523	8478_0:004482
34059at32523	8478_0:001892
34063at32523	8478_0:000e82
34087at32523	8478_0:001201
34122at32523	8478_0:000c5b
34185at32523	8478_0:004d89
34225at32523	8478_0:001ee3
34270at32523	8478_0:0003d8
34307at32523	8478_0:004c59
34372at32523	8478_0:000d4d
34397at32523	8478_0:0050dd
34400at32523	8478_0:004e57
34431at32523	8478_0:00491f
34505at32523	8478_0:0028f4
34657at32523	8478_0:000ca4
34767at32523	8478_0:001f48
34904at32523	8478_0:005121
34904at32523	8478_0:005137
35115at32523	8478_0:0019f1
35204at32523	8478_0:000241
35259at32523	8478_0:0016ad
35351at32523	8478_0:0012e4
35456at32523	8478_0:003cdb
35460at32523	8478_0:002f0b
35479at32523	8478_0:00427d
35484at32523	8478_0:002340
35508at32523	8478_0:0049f0
35526at32523	8478_0:0049ea
35573at32523	8478_0:00302a
35682at32523	8478_0:002f61
35695at32523	8478_0:0048ef
35696at32523	8478_0:0050ab
3576at32523	8478_0:000e17
35780at32523	8478_0:004ac9
35937at32523	8478_0:004b19
35980at32523	8478_0:000120
36040at32523	8478_0:002062
36067at32523	8478_0:0009ad
36099at32523	8478_0:00141c
36141at32523	8478_0:0002e9
36171at32523	8478_0:000dca
36212at32523	8478_0:001aee
36217at32523	8478_0:0044d9
3627at32523	8478_0:001946
36298at32523	8478_0:002653
36299at32523	8478_0:0041fc
36389at32523	8478_0:0005ae
36406at32523	8478_0:00030f
36409at32523	8478_0:0027fb
36628at32523	8478_0:00243a
36646at32523	8478_0:002082
36670at32523	8478_0:0045c4
36683at32523	8478_0:000aae
36736at32523	8478_0:0013eb
36743at32523	8478_0:004afd
36985at32523	8478_0:00120b
3704at32523	8478_0:00074e
37062at32523	8478_0:002f98
37077at32523	8478_0:0017e4
37089at32523	8478_0:001705
37090at32523	8478_0:001a63
37091at32523	8478_0:004212
37139at32523	8478_0:000051
37181at32523	8478_0:002f48
37229at32523	8478_0:0006da
3725at32523	8478_0:002339
37398at32523	8478_0:004c16
37400at32523	8478_0:00225b
37401at32523	8478_0:0013a1
37414at32523	8478_0:0003d7
37585at32523	8478_0:00101c
37595at32523	8478_0:0009a7
3766at32523	8478_0:002e36
3768at32523	8478_0:000e90
37749at32523	8478_0:004382
37767at32523	8478_0:000c28
37780at32523	8478_0:000a27
37956at32523	8478_0:001fcc
37975at32523	8478_0:000225
38067at32523	8478_0:004975
38112at32523	8478_0:002f99
38146at32523	8478_0:00004c
38156at32523	8478_0:0041c6
38162at32523	8478_0:0046a3
38163at32523	8478_0:004623
38183at32523	8478_0:0022e7
38403at32523	8478_0:0025f6
38481at32523	8478_0:0005f5
38580at32523	8478_0:001ce2
38690at32523	8478_0:004a1f
38721at32523	8478_0:00494b
38740at32523	8478_0:002b40
38760at32523	8478_0:001455
38873at32523	8478_0:0019ee
38882at32523	8478_0:0019a8
38885at32523	8478_0:002bc3
38892at32523	8478_0:0047b6
38923at32523	8478_0:00095b
38961at32523	8478_0:001f4a
39015at32523	8478_0:001b00
39067at32523	8478_0:00510e
39310at32523	8478_0:00078b
39443at32523	8478_0:00244e
39463at32523	8478_0:000ac4
39511at32523	8478_0:0013ef
39526at32523	8478_0:0050d9
39534at32523	8478_0:00192e
39633at32523	8478_0:0020fd
39658at32523	8478_0:0005dc
39659at32523	8478_0:001efb
39851at32523	8478_0:00230d
39925at32523	8478_0:001e3f
39930at32523	8478_0:001e9e
39986at32523	8478_0:0049be
40157at32523	8478_0:002792
40227at32523	8478_0:000d78
4025at32523	8478_0:004d75
40350at32523	8478_0:000a10
40562at32523	8478_0:0028b0
40668at32523	8478_0:001fab
40718at32523	8478_0:004cba
40748at32523	8478_0:0050fb
40754at32523	8478_0:000cfd
40881at32523	8478_0:00460e
40975at32523	8478_0:002741
40982at32523	8478_0:0016a7
41099at32523	8478_0:002057
41111at32523	8478_0:000e29
41395at32523	8478_0:0006cc
41415at32523	8478_0:000ff7
41435at32523	8478_0:004eb0
41450at32523	8478_0:002abd
41533at32523	8478_0:000512
41564at32523	8478_0:001f96
41658at32523	8478_0:0016ee
41704at32523	8478_0:000062
41743at32523	8478_0:002c3d
4177at32523	8478_0:001645
41871at32523	8478_0:002cfa
4188at32523	8478_0:00226d
419at32523	8478_0:002bc5
42007at32523	8478_0:00159e
4202at32523	8478_0:000654
42099at32523	8478_0:004f69
42164at32523	8478_0:0004cd
42251at32523	8478_0:004bcb
42258at32523	8478_0:0050be
42301at32523	8478_0:001d39
42390at32523	8478_0:0046fd
42445at32523	8478_0:004cf3
42538at32523	8478_0:004f92
42615at32523	8478_0:00024d
42619at32523	8478_0:001564
42646at32523	8478_0:002bb7
42731at32523	8478_0:0047fb
42951at32523	8478_0:002b1b
43021at32523	8478_0:0012a6
4307at32523	8478_0:0023a4
43096at32523	8478_0:000e0f
43168at32523	8478_0:000d91
43178at32523	8478_0:0028f5
43239at32523	8478_0:0015b8
43353at32523	8478_0:001601
43490at32523	8478_0:00494f
43610at32523	8478_0:001c8e
43670at32523	8478_0:000066
43756at32523	8478_0:000286
43766at32523	8478_0:000789
43942at32523	8478_0:001039
43944at32523	8478_0:0000e5
43954at32523	8478_0:001294
43956at32523	8478_0:00179f
44015at32523	8478_0:003d87
4408at32523	8478_0:000322
44121at32523	8478_0:0040e0
4413at32523	8478_0:000d29
44174at32523	8478_0:000795
44355at32523	8478_0:004f8e
44421at32523	8478_0:000b13
44439at32523	8478_0:0022b3
44456at32523	8478_0:001aca
44571at32523	8478_0:001323
44752at32523	8478_0:0021e4
44915at32523	8478_0:004d0e
45054at32523	8478_0:001dbf
45105at32523	8478_0:0016a6
45281at32523	8478_0:0036b8
45359at32523	8478_0:004119
45371at32523	8478_0:003532
45393at32523	8478_0:000416
45423at32523	8478_0:004455
45431at32523	8478_0:0009cb
45439at32523	8478_0:002521
45439at32523	8478_0:002961
45596at32523	8478_0:0047cd
45674at32523	8478_0:004d9d
45712at32523	8478_0:004813
45935at32523	8478_0:0016a1
45936at32523	8478_0:0033c1
45998at32523	8478_0:001c25
46044at32523	8478_0:004a36
46097at32523	8478_0:0002d5
46111at32523	8478_0:004c1f
46113at32523	8478_0:002254
46322at32523	8478_0:004940
46377at32523	8478_0:004dc4
46392at32523	8478_0:001851
46482at32523	8478_0:000298
46577at32523	8478_0:00085b
46594at32523	8478_0:004ebf
46650at32523	8478_0:0021aa
46651at32523	8478_0:000b8c
46714at32523	8478_0:000de0
46758at32523	8478_0:000fb2
46805at32523	8478_0:004676
46860at32523	8478_0:0048d9
46922at32523	8478_0:0041bb
47038at32523	8478_0:004449
47088at32523	8478_0:000c1d
47092at32523	8478_0:001bf8
47099at32523	8478_0:002501
47147at32523	8478_0:002a7d
47152at32523	8478_0:0040d4
47222at32523	8478_0:001771
47274at32523	8478_0:00217c
47302at32523	8478_0:000cb7
47363at32523	8478_0:002e7a
47409at32523	8478_0:000352
47463at32523	8478_0:00005a
47473at32523	8478_0:000b4f
47513at32523	8478_0:0011ff
47622at32523	8478_0:00033f
47625at32523	8478_0:002c73
47862at32523	8478_0:00180a
47871at32523	8478_0:0043f0
47921at32523	8478_0:004976
48118at32523	8478_0:00431f
48295at32523	8478_0:001992
48355at32523	8478_0:001054
4841at32523	8478_0:00072d
48420at32523	8478_0:0024b5
48437at32523	8478_0:0017c4
48483at32523	8478_0:002b70
48547at32523	8478_0:000a19
48547at32523	8478_0:002a20
48580at32523	8478_0:0041df
4862at32523	8478_0:00218c
48639at32523	8478_0:001920
48757at32523	8478_0:0010dd
48768at32523	8478_0:002907
48791at32523	8478_0:004a13
48794at32523	8478_0:001ac2
48942at32523	8478_0:0046f5
48956at32523	8478_0:0027dc
4898at32523	8478_0:000777
49027at32523	8478_0:000028
49159at32523	8478_0:00212f
49159at32523	8478_0:004cab
4917at32523	8478_0:001cfa
49191at32523	8478_0:004fb6
49209at32523	8478_0:004d78
49333at32523	8478_0:0043ce
49344at32523	8478_0:0001f4
49347at32523	8478_0:00004f
49418at32523	8478_0:0018f3
49418at32523	8478_0:003a6e
49447at32523	8478_0:001c14
49491at32523	8478_0:0000b9
49499at32523	8478_0:000168
49559at32523	8478_0:0000a7
49590at32523	8478_0:004c44
49619at32523	8478_0:000aff
49624at32523	8478_0:001955
49652at32523	8478_0:000f09
49676at32523	8478_0:001ecd
49681at32523	8478_0:0017c6
49691at32523	8478_0:0004af
49999at32523	8478_0:000347
50089at32523	8478_0:004847
50206at32523	8478_0:00297d
50548at32523	8478_0:001422
50632at32523	8478_0:0003dd
50637at32523	8478_0:00438e
50847at32523	8478_0:0036b5
50971at32523	8478_0:001cdd
51084at32523	8478_0:000c9b
51212at32523	8478_0:0023ff
51223at32523	8478_0:00448f
51611at32523	8478_0:000b6c
51621at32523	8478_0:000295
51776at32523	8478_0:001120
51849at32523	8478_0:0046d4
51854at32523	8478_0:0003af
51856at32523	8478_0:004437
51860at32523	8478_0:000647
52041at32523	8478_0:000df3
5204at32523	8478_0:003213
52086at32523	8478_0:0043a9
52169at32523	8478_0:000489
5220at32523	8478_0:005009
52256at32523	8478_0:001e01
52305at32523	8478_0:00278d
52390at32523	8478_0:0047fc
52438at32523	8478_0:003033
52531at32523	8478_0:000605
52558at32523	8478_0:000e2d
52562at32523	8478_0:0023b1
52566at32523	8478_0:004a2d
52590at32523	8478_0:004a45
52652at32523	8478_0:00093a
52868at32523	8478_0:004f1e
52870at32523	8478_0:00008c
52987at32523	8478_0:0031d8
53009at32523	8478_0:0019d7
53019at32523	8478_0:0027ee
53191at32523	8478_0:00105a
53251at32523	8478_0:001637
53271at32523	8478_0:0021a7
53317at32523	8478_0:0022ea
53386at32523	8478_0:00134b
53426at32523	8478_0:001c2e
53439at32523	8478_0:005063
5343at32523	8478_0:000787
53535at32523	8478_0:00434d
53634at32523	8478_0:00218a
53673at32523	8478_0:004ec7
53783at32523	8478_0:000926
53844at32523	8478_0:002b7f
53851at32523	8478_0:004dad
53925at32523	8478_0:004635
54011at32523	8478_0:004c6c
54120at32523	8478_0:0026c0
54252at32523	8478_0:0031ab
54262at32523	8478_0:0028f3
54322at32523	8478_0:0044bd
54352at32523	8478_0:005037
54439at32523	8478_0:004b58
54502at32523	8478_0:003a51
54646at32523	8478_0:002206
54695at32523	8478_0:000af7
55092at32523	8478_0:004410
55368at32523	8478_0:0017dc
55373at32523	8478_0:0005ab
55391at32523	8478_0:0049f2
55435at32523	8478_0:001aed
55532at32523	8478_0:00250f
55565at32523	8478_0:001d5e
55566at32523	8478_0:00053a
55586at32523	8478_0:0021c1
55636at32523	8478_0:004dc0
55672at32523	8478_0:00098c
55777at32523	8478_0:0026d2
55777at32523	8478_0:0026db
55876at32523	8478_0:0007bf
55885at32523	8478_0:000aee
55910at32523	8478_0:000c4b
55951at32523	8478_0:002730
56111at32523	8478_0:0000d7
56119at32523	8478_0:000e35
56260at32523	8478_0:004464
56267at32523	8478_0:000037
56400at32523	8478_0:002631
56494at32523	8478_0:004de4
56506at32523	8478_0:002282
56591at32523	8478_0:000e83
56641at32523	8478_0:000e59
56672at32523	8478_0:000296
56679at32523	8478_0:000a92
56686at32523	8478_0:0000d4
56858at32523	8478_0:001d97
57115at32523	8478_0:004f9f
57116at32523	8478_0:004ade
57120at32523	8478_0:001bf3
57153at32523	8478_0:00482c
57197at32523	8478_0:001393
57198at32523	8478_0:001177
57204at32523	8478_0:004852
57529at32523	8478_0:0021eb
57640at32523	8478_0:000320
57678at32523	8478_0:00138c
57694at32523	8478_0:0013a0
57805at32523	8478_0:001d18
57813at32523	8478_0:001675
57825at32523	8478_0:004ca2
57831at32523	8478_0:004a52
57935at32523	8478_0:0009f9
58065at32523	8478_0:00490a
58083at32523	8478_0:002310
58140at32523	8478_0:000e08
58163at32523	8478_0:00519d
58258at32523	8478_0:001feb
58295at32523	8478_0:004601
58304at32523	8478_0:0022d9
58318at32523	8478_0:000458
58398at32523	8478_0:000575
58545at32523	8478_0:000e75
58546at32523	8478_0:0049f9
58582at32523	8478_0:001581
5875at32523	8478_0:000442
58859at32523	8478_0:00059c
58864at32523	8478_0:0007a8
58880at32523	8478_0:004a70
58898at32523	8478_0:0008e3
58990at32523	8478_0:0017fb
59046at32523	8478_0:004f36
59212at32523	8478_0:00211c
59232at32523	8478_0:00489f
59383at32523	8478_0:004405
59442at32523	8478_0:001de3
59498at32523	8478_0:004c89
59637at32523	8478_0:004296
59642at32523	8478_0:002264
59688at32523	8478_0:004138
59704at32523	8478_0:002dac
59718at32523	8478_0:00272a
59812at32523	8478_0:00466e
59900at32523	8478_0:0037e6
59906at32523	8478_0:000d8d
59907at32523	8478_0:004673
59909at32523	8478_0:005224
59938at32523	8478_0:000754
60104at32523	8478_0:004ca9
60108at32523	8478_0:0045f5
60204at32523	8478_0:00179c
60274at32523	8478_0:001b1c
60356at32523	8478_0:002657
60364at32523	8478_0:001567
60376at32523	8478_0:00297a
60413at32523	8478_0:0036d2
60514at32523	8478_0:002a69
60551at32523	8478_0:00179e
6055at32523	8478_0:0014e2
60565at32523	8478_0:0040cc
60588at32523	8478_0:0001e9
60601at32523	8478_0:00425a
60659at32523	8478_0:00058e
60727at32523	8478_0:002c64
60779at32523	8478_0:002eed
60890at32523	8478_0:004c1c
60892at32523	8478_0:004b33
61087at32523	8478_0:000d20
61142at32523	8478_0:002352
61154at32523	8478_0:000b0d
61250at32523	8478_0:00113c
61328at32523	8478_0:00356f
61329at32523	8478_0:000681
61510at32523	8478_0:004b7d
61513at32523	8478_0:004e20
61594at32523	8478_0:002311
61620at32523	8478_0:00234e
61625at32523	8478_0:0045c8
61626at32523	8478_0:0049ed
61630at32523	8478_0:004cd0
61638at32523	8478_0:001cec
61708at32523	8478_0:000267
61791at32523	8478_0:00151c
61878at32523	8478_0:0016e1
61899at32523	8478_0:0036c1
61999at32523	8478_0:000e8c
62039at32523	8478_0:00177e
62044at32523	8478_0:00003e
62159at32523	8478_0:00140a
62209at32523	8478_0:004709
62220at32523	8478_0:003756
62240at32523	8478_0:00054e
62267at32523	8478_0:001929
62409at32523	8478_0:000e25
62495at32523	8478_0:0024a0
62513at32523	8478_0:000c81
62528at32523	8478_0:0040bf
62579at32523	8478_0:0012f8
62580at32523	8478_0:0029a4
62592at32523	8478_0:002121
62738at32523	8478_0:000c16
62739at32523	8478_0:000521
6290at32523	8478_0:0041f1
63020at32523	8478_0:004b39
63076at32523	8478_0:000a0f
63225at32523	8478_0:000364
63280at32523	8478_0:000956
63294at32523	8478_0:0015ed
63382at32523	8478_0:000970
63388at32523	8478_0:002a1f
63695at32523	8478_0:001368
63752at32523	8478_0:0031c0
63823at32523	8478_0:000993
63845at32523	8478_0:002bb6
64069at32523	8478_0:004dc3
64071at32523	8478_0:00488e
64072at32523	8478_0:0004b5
6412at32523	8478_0:0000ad
64182at32523	8478_0:001faf
64217at32523	8478_0:0022c9
64224at32523	8478_0:005174
64249at32523	8478_0:0007da
6438at32523	8478_0:000dd1
64483at32523	8478_0:000f54
64518at32523	8478_0:002d13
64620at32523	8478_0:001614
64751at32523	8478_0:002ba9
64758at32523	8478_0:004daf
64762at32523	8478_0:00296b
64788at32523	8478_0:0004a3
64841at32523	8478_0:0036d6
64854at32523	8478_0:002d08
64993at32523	8478_0:00114d
65011at32523	8478_0:002d76
65021at32523	8478_0:00157f
65069at32523	8478_0:00220b
65096at32523	8478_0:00441a
65110at32523	8478_0:001d40
65113at32523	8478_0:004388
65197at32523	8478_0:001468
65291at32523	8478_0:004bdc
65318at32523	8478_0:002417
65447at32523	8478_0:001e9d
65570at32523	8478_0:0019fd
65633at32523	8478_0:0028b5
65634at32523	8478_0:0023be
6566at32523	8478_0:000f91
65760at32523	8478_0:004ea9
65795at32523	8478_0:000b63
65800at32523	8478_0:00049d
65904at32523	8478_0:000ae2
65935at32523	8478_0:003aa4
65939at32523	8478_0:0020e2
65940at32523	8478_0:000b05
66028at32523	8478_0:0042ca
66052at32523	8478_0:0020a7
66067at32523	8478_0:00420d
66116at32523	8478_0:001d7d
66162at32523	8478_0:004bdd
66188at32523	8478_0:000c9a
66292at32523	8478_0:002fee
66317at32523	8478_0:000714
66392at32523	8478_0:0001f3
663at32523	8478_0:00156d
6641at32523	8478_0:002d78
66496at32523	8478_0:001ca8
66615at32523	8478_0:001b4d
66632at32523	8478_0:0022dc
66698at32523	8478_0:001efe
66845at32523	8478_0:004f00
66856at32523	8478_0:001088
66945at32523	8478_0:0045bc
66990at32523	8478_0:004819
66at32523	8478_0:00411b
67102at32523	8478_0:000b08
6711at32523	8478_0:001613
67130at32523	8478_0:00265c
67177at32523	8478_0:005132
67240at32523	8478_0:005187
67254at32523	8478_0:000870
67260at32523	8478_0:00277d
67312at32523	8478_0:000f04
67374at32523	8478_0:004a39
67423at32523	8478_0:004b8b
675at32523	8478_0:002e10
67670at32523	8478_0:001360
67676at32523	8478_0:00467f
67678at32523	8478_0:004d63
67681at32523	8478_0:002abc
67700at32523	8478_0:001ed4
67732at32523	8478_0:004f3f
67743at32523	8478_0:001ddd
67853at32523	8478_0:000504
67877at32523	8478_0:0026dc
67906at32523	8478_0:0029be
67909at32523	8478_0:0002a3
68248at32523	8478_0:002002
68252at32523	8478_0:000216
68351at32523	8478_0:0044cc
68412at32523	8478_0:004384
68436at32523	8478_0:000846
68460at32523	8478_0:001be3
68503at32523	8478_0:0010b4
68556at32523	8478_0:0003c0
68680at32523	8478_0:002f45
68693at32523	8478_0:004978
68718at32523	8478_0:000764
68738at32523	8478_0:0007fb
68740at32523	8478_0:001ccb
68749at32523	8478_0:002680
6878at32523	8478_0:0006f4
6879at32523	8478_0:002217
68803at32523	8478_0:00238b
68803at32523	8478_0:003b0f
68830at32523	8478_0:0041f6
68947at32523	8478_0:001ce3
6895at32523	8478_0:004210
68984at32523	8478_0:004eb1
69006at32523	8478_0:0040d6
69050at32523	8478_0:00240b
69067at32523	8478_0:004347
69201at32523	8478_0:002c34
69226at32523	8478_0:004de8
69228at32523	8478_0:0004bb
6923at32523	8478_0:0048db
69364at32523	8478_0:0042e2
69417at32523	8478_0:000de3
69465at32523	8478_0:000bce
69531at32523	8478_0:0046a4
69566at32523	8478_0:004fe1
69618at32523	8478_0:004efd
69690at32523	8478_0:00081b
69720at32523	8478_0:000b81
69748at32523	8478_0:004f7d
69828at32523	8478_0:001b0d
69999at32523	8478_0:000023
69999at32523	8478_0:00302c
70008at32523	8478_0:00053e
7001at32523	8478_0:004fda
70026at32523	8478_0:000bff
70037at32523	8478_0:00416a
70049at32523	8478_0:004639
70270at32523	8478_0:004ef7
70301at32523	8478_0:00082f
7033at32523	8478_0:001ebb
70364at32523	8478_0:002043
70489at32523	8478_0:0015bb
70548at32523	8478_0:003ae5
70548at32523	8478_0:004bcc
70556at32523	8478_0:001e2a
70563at32523	8478_0:002802
70578at32523	8478_0:0009f8
70607at32523	8478_0:004684
7066at32523	8478_0:0051e1
70807at32523	8478_0:003080
70811at32523	8478_0:0008ef
71170at32523	8478_0:00515d
71190at32523	8478_0:002917
71192at32523	8478_0:00438f
71241at32523	8478_0:001566
71322at32523	8478_0:000d64
71347at32523	8478_0:000305
71364at32523	8478_0:00290e
71388at32523	8478_0:001052
71466at32523	8478_0:0041f8
71584at32523	8478_0:0046e0
71587at32523	8478_0:0040ef
71596at32523	8478_0:004820
71664at32523	8478_0:000d47
71669at32523	8478_0:001df5
71741at32523	8478_0:004e41
71760at32523	8478_0:000f94
71859at32523	8478_0:0007cb
71868at32523	8478_0:004097
72036at32523	8478_0:00058a
72139at32523	8478_0:001804
72210at32523	8478_0:00033b
72215at32523	8478_0:00054a
