100073at32523	1415176_0:003aa1
272286at32523	1415176_0:003578
272294at32523	1415176_0:001529
272303at32523	1415176_0:003f65
272303at32523	1415176_0:004771
272313at32523	1415176_0:003715
272339at32523	1415176_0:002d6d
272384at32523	1415176_0:004706
272493at32523	1415176_0:002118
272583at32523	1415176_0:0022cc
272864at32523	1415176_0:0050ef
27287at32523	1415176_0:0004b2
272959at32523	1415176_0:002a08
272967at32523	1415176_0:0008ec
272975at32523	1415176_0:00070e
273024at32523	1415176_0:001946
273025at32523	1415176_0:0039d7
273183at32523	1415176_0:000dae
273227at32523	1415176_0:003b11
273232at32523	1415176_0:00177a
273260at32523	1415176_0:0035f5
273391at32523	1415176_0:003741
273398at32523	1415176_0:000f62
273404at32523	1415176_0:00371a
273428at32523	1415176_0:004127
273453at32523	1415176_0:000b33
273458at32523	1415176_0:004a98
273481at32523	1415176_0:002432
273519at32523	1415176_0:003473
273570at32523	1415176_0:002092
273646at32523	1415176_0:002902
27372at32523	1415176_0:002a09
273874at32523	1415176_0:002dd5
274027at32523	1415176_0:001654
274291at32523	1415176_0:003046
274390at32523	1415176_0:001024
274506at32523	1415176_0:002c31
274527at32523	1415176_0:003d6e
274796at32523	1415176_0:001e96
274833at32523	1415176_0:00218b
27485at32523	1415176_0:0028ce
274866at32523	1415176_0:0030e7
275101at32523	1415176_0:004b19
275198at32523	1415176_0:001279
275311at32523	1415176_0:00470e
275401at32523	1415176_0:000ad0
275418at32523	1415176_0:0000a4
275471at32523	1415176_0:002615
275532at32523	1415176_0:0020c0
275814at32523	1415176_0:0033b6
275832at32523	1415176_0:001c39
275832at32523	1415176_0:0045fa
275832at32523	1415176_0:004624
275846at32523	1415176_0:000564
27592at32523	1415176_0:001c44
27597at32523	1415176_0:000e3f
276024at32523	1415176_0:003bc1
276026at32523	1415176_0:0007ff
276061at32523	1415176_0:0016c8
276072at32523	1415176_0:0036e9
276098at32523	1415176_0:00201d
276179at32523	1415176_0:0032b6
276192at32523	1415176_0:00250a
276267at32523	1415176_0:003f4d
27629at32523	1415176_0:003058
2762at32523	1415176_0:001a08
276322at32523	1415176_0:00132e
276378at32523	1415176_0:0027c7
276492at32523	1415176_0:000599
27657at32523	1415176_0:0042aa
276695at32523	1415176_0:000d68
276699at32523	1415176_0:002174
27670at32523	1415176_0:001d3e
276880at32523	1415176_0:0050da
276957at32523	1415176_0:001319
276964at32523	1415176_0:002252
277011at32523	1415176_0:002c94
277188at32523	1415176_0:003e94
277370at32523	1415176_0:002a07
277398at32523	1415176_0:000a39
277442at32523	1415176_0:002e95
277527at32523	1415176_0:001efc
277530at32523	1415176_0:0010fc
277586at32523	1415176_0:000600
277625at32523	1415176_0:0033e8
277691at32523	1415176_0:000df5
277695at32523	1415176_0:004a42
277704at32523	1415176_0:0033b4
277821at32523	1415176_0:002b10
277856at32523	1415176_0:000d2e
277865at32523	1415176_0:00036f
277935at32523	1415176_0:001ae6
277953at32523	1415176_0:00124b
27802at32523	1415176_0:00290a
278042at32523	1415176_0:002554
278087at32523	1415176_0:0008c1
278185at32523	1415176_0:002e9b
278190at32523	1415176_0:0010c0
278259at32523	1415176_0:003733
278260at32523	1415176_0:00409b
278412at32523	1415176_0:000659
278445at32523	1415176_0:00080c
278452at32523	1415176_0:001166
278452at32523	1415176_0:005230
278501at32523	1415176_0:004a40
278518at32523	1415176_0:0003cf
278634at32523	1415176_0:00193a
27867at32523	1415176_0:002271
278960at32523	1415176_0:003f35
278988at32523	1415176_0:000419
278997at32523	1415176_0:002e1f
279005at32523	1415176_0:0018c5
279020at32523	1415176_0:002923
279033at32523	1415176_0:000ff7
279181at32523	1415176_0:002726
27920at32523	1415176_0:00241a
27927at32523	1415176_0:003213
279351at32523	1415176_0:0000e0
279422at32523	1415176_0:00443e
279423at32523	1415176_0:004274
279464at32523	1415176_0:003759
279478at32523	1415176_0:000d38
279673at32523	1415176_0:000bc2
279697at32523	1415176_0:0023f4
279702at32523	1415176_0:00421b
279708at32523	1415176_0:00388f
279714at32523	1415176_0:0030cf
279818at32523	1415176_0:0039ea
279857at32523	1415176_0:000b7b
279891at32523	1415176_0:0040bf
279945at32523	1415176_0:001659
279957at32523	1415176_0:0010f8
280121at32523	1415176_0:003101
280161at32523	1415176_0:001bc7
280182at32523	1415176_0:001e41
28018at32523	1415176_0:0016b7
280269at32523	1415176_0:00170e
280279at32523	1415176_0:00288c
280313at32523	1415176_0:0030ec
280319at32523	1415176_0:0040a1
280322at32523	1415176_0:0023b3
280348at32523	1415176_0:002007
280357at32523	1415176_0:003196
280382at32523	1415176_0:004188
280387at32523	1415176_0:000dd2
280394at32523	1415176_0:002c9a
28063at32523	1415176_0:000c80
280714at32523	1415176_0:001abc
280763at32523	1415176_0:003608
280777at32523	1415176_0:001004
280809at32523	1415176_0:003aa6
280929at32523	1415176_0:0002b1
280931at32523	1415176_0:0013bb
280967at32523	1415176_0:002b17
280970at32523	1415176_0:0000d7
28097at32523	1415176_0:0014ef
281170at32523	1415176_0:000bba
281186at32523	1415176_0:003d58
281245at32523	1415176_0:000837
281334at32523	1415176_0:002c91
28139at32523	1415176_0:003c6f
281414at32523	1415176_0:00325a
28142at32523	1415176_0:003de4
28142at32523	1415176_0:003de5
281544at32523	1415176_0:003ba6
28154at32523	1415176_0:0039ac
281563at32523	1415176_0:000d97
281633at32523	1415176_0:00284b
281656at32523	1415176_0:0008d7
281663at32523	1415176_0:001c11
281797at32523	1415176_0:001d8b
281823at32523	1415176_0:003cee
281830at32523	1415176_0:003b47
282226at32523	1415176_0:003cae
282226at32523	1415176_0:0049ce
282358at32523	1415176_0:000e48
282363at32523	1415176_0:003a9f
282396at32523	1415176_0:00172c
282407at32523	1415176_0:00441b
282456at32523	1415176_0:00284e
282478at32523	1415176_0:001924
282501at32523	1415176_0:003089
282515at32523	1415176_0:0014a3
282571at32523	1415176_0:002917
282663at32523	1415176_0:0016f1
282669at32523	1415176_0:003b97
282826at32523	1415176_0:0032f9
282898at32523	1415176_0:003b57
282905at32523	1415176_0:000c74
282905at32523	1415176_0:0015ce
282917at32523	1415176_0:000982
282956at32523	1415176_0:0005d3
282964at32523	1415176_0:000373
283086at32523	1415176_0:000918
283138at32523	1415176_0:0000ec
283153at32523	1415176_0:001dc2
283164at32523	1415176_0:004406
283167at32523	1415176_0:001b53
283327at32523	1415176_0:002c0d
283371at32523	1415176_0:000998
283389at32523	1415176_0:00097e
2833at32523	1415176_0:000817
283406at32523	1415176_0:00493b
283461at32523	1415176_0:000d71
283521at32523	1415176_0:0010b8
283541at32523	1415176_0:003c39
283568at32523	1415176_0:00410e
283606at32523	1415176_0:001c99
283636at32523	1415176_0:0040cf
283638at32523	1415176_0:002a78
283660at32523	1415176_0:001bca
283671at32523	1415176_0:00234e
283734at32523	1415176_0:00360b
283748at32523	1415176_0:0025e7
283757at32523	1415176_0:0041f6
283776at32523	1415176_0:003f57
283782at32523	1415176_0:0016bc
283801at32523	1415176_0:002472
283815at32523	1415176_0:0000f0
283853at32523	1415176_0:000f97
283973at32523	1415176_0:001e5a
284004at32523	1415176_0:0035cb
284008at32523	1415176_0:002c30
28404at32523	1415176_0:001436
284081at32523	1415176_0:002fc5
284167at32523	1415176_0:00108a
28417at32523	1415176_0:000d4c
284317at32523	1415176_0:0023fa
284319at32523	1415176_0:004410
284331at32523	1415176_0:003758
284667at32523	1415176_0:002786
284695at32523	1415176_0:004bb9
284944at32523	1415176_0:004d2a
285079at32523	1415176_0:003238
285163at32523	1415176_0:003a68
285253at32523	1415176_0:0040b7
285282at32523	1415176_0:0007bf
285455at32523	1415176_0:0004a5
285465at32523	1415176_0:001242
285542at32523	1415176_0:0039ed
285659at32523	1415176_0:003d40
285661at32523	1415176_0:002bc8
28568at32523	1415176_0:002dbb
285832at32523	1415176_0:000760
285845at32523	1415176_0:001532
286233at32523	1415176_0:002119
286258at32523	1415176_0:00140f
286324at32523	1415176_0:00493e
286422at32523	1415176_0:002008
286462at32523	1415176_0:002c73
286524at32523	1415176_0:00103b
286526at32523	1415176_0:003501
286638at32523	1415176_0:0000e6
286647at32523	1415176_0:000b5d
286719at32523	1415176_0:001151
286748at32523	1415176_0:000d1a
286785at32523	1415176_0:003823
286821at32523	1415176_0:001efe
286959at32523	1415176_0:002b74
287006at32523	1415176_0:000ff6
287057at32523	1415176_0:001961
287262at32523	1415176_0:001ad5
287339at32523	1415176_0:000fa9
287359at32523	1415176_0:002fb3
287415at32523	1415176_0:0028aa
287486at32523	1415176_0:003896
287557at32523	1415176_0:000784
287570at32523	1415176_0:002868
287649at32523	1415176_0:001ab1
287713at32523	1415176_0:001dce
287818at32523	1415176_0:001d03
287852at32523	1415176_0:0034e4
287864at32523	1415176_0:001a4f
287872at32523	1415176_0:002651
287965at32523	1415176_0:0039d0
288030at32523	1415176_0:000aeb
288185at32523	1415176_0:0027d0
28821at32523	1415176_0:00049c
28823at32523	1415176_0:00316e
288353at32523	1415176_0:001cd9
288365at32523	1415176_0:0035a2
288374at32523	1415176_0:002d52
288386at32523	1415176_0:0035d0
288598at32523	1415176_0:001bce
288615at32523	1415176_0:002b5b
288636at32523	1415176_0:004264
288646at32523	1415176_0:0029b1
288701at32523	1415176_0:000972
288741at32523	1415176_0:004359
288794at32523	1415176_0:002071
288885at32523	1415176_0:004b05
288923at32523	1415176_0:003c89
288987at32523	1415176_0:001e9d
289054at32523	1415176_0:0022a1
289167at32523	1415176_0:002b54
289170at32523	1415176_0:00434f
289179at32523	1415176_0:001fe8
289300at32523	1415176_0:003dac
289400at32523	1415176_0:0032b2
289585at32523	1415176_0:0013be
289591at32523	1415176_0:000f64
289619at32523	1415176_0:003137
289632at32523	1415176_0:0036ee
289713at32523	1415176_0:0024a0
289719at32523	1415176_0:00347c
289741at32523	1415176_0:000ed2
28985at32523	1415176_0:003730
289897at32523	1415176_0:002320
289931at32523	1415176_0:0001dd
289961at32523	1415176_0:004a59
290018at32523	1415176_0:002867
290064at32523	1415176_0:00053a
290126at32523	1415176_0:001ea4
290185at32523	1415176_0:00137a
290216at32523	1415176_0:000b83
290236at32523	1415176_0:0023cb
290487at32523	1415176_0:00134d
290488at32523	1415176_0:00329f
290548at32523	1415176_0:0032eb
29061at32523	1415176_0:002711
290670at32523	1415176_0:000971
290800at32523	1415176_0:000774
290814at32523	1415176_0:0033bf
290884at32523	1415176_0:0027d1
29093at32523	1415176_0:000b6b
29095at32523	1415176_0:002041
291010at32523	1415176_0:0023ca
291099at32523	1415176_0:002cca
291175at32523	1415176_0:0013bc
291175at32523	1415176_0:004fa1
291212at32523	1415176_0:00045b
291252at32523	1415176_0:003153
291255at32523	1415176_0:001355
291381at32523	1415176_0:002620
291434at32523	1415176_0:003f83
291451at32523	1415176_0:003cb4
291475at32523	1415176_0:001856
291641at32523	1415176_0:001e0e
291672at32523	1415176_0:00138c
291715at32523	1415176_0:001193
29173at32523	1415176_0:00374e
292000at32523	1415176_0:00213f
292062at32523	1415176_0:001b5c
292094at32523	1415176_0:002fe3
292138at32523	1415176_0:004805
292186at32523	1415176_0:002a8a
292189at32523	1415176_0:002f6b
292234at32523	1415176_0:002c8d
292234at32523	1415176_0:005205
292288at32523	1415176_0:0031e2
292291at32523	1415176_0:001f4a
29230at32523	1415176_0:0036e1
292367at32523	1415176_0:000988
292469at32523	1415176_0:002ba4
292567at32523	1415176_0:002b6a
292703at32523	1415176_0:001833
292777at32523	1415176_0:001330
293046at32523	1415176_0:002fa8
293098at32523	1415176_0:001a6e
293246at32523	1415176_0:0003db
293248at32523	1415176_0:002237
293250at32523	1415176_0:003353
293253at32523	1415176_0:002db8
293264at32523	1415176_0:00151c
293265at32523	1415176_0:000c38
293285at32523	1415176_0:003886
293308at32523	1415176_0:00235a
293431at32523	1415176_0:0020b0
293550at32523	1415176_0:002069
293550at32523	1415176_0:0045af
293628at32523	1415176_0:0036ed
293635at32523	1415176_0:00071f
293808at32523	1415176_0:0018b8
293833at32523	1415176_0:000e2e
293881at32523	1415176_0:0033b0
293975at32523	1415176_0:003ff8
29403at32523	1415176_0:0025ca
294083at32523	1415176_0:000521
294091at32523	1415176_0:0018fa
294122at32523	1415176_0:001a0c
294199at32523	1415176_0:002d3f
294368at32523	1415176_0:001ea9
294369at32523	1415176_0:000451
294423at32523	1415176_0:00272b
294624at32523	1415176_0:002ae9
29464at32523	1415176_0:00400b
294658at32523	1415176_0:0011b6
294759at32523	1415176_0:003806
294765at32523	1415176_0:00274f
294769at32523	1415176_0:0042a6
29479at32523	1415176_0:000c21
294806at32523	1415176_0:0015af
294828at32523	1415176_0:003d2f
294963at32523	1415176_0:00391f
29499at32523	1415176_0:00002b
295107at32523	1415176_0:004369
295209at32523	1415176_0:002856
29530at32523	1415176_0:00103c
295457at32523	1415176_0:002e80
295641at32523	1415176_0:000792
295654at32523	1415176_0:000458
295685at32523	1415176_0:002d57
29590at32523	1415176_0:0012af
295931at32523	1415176_0:003697
296017at32523	1415176_0:0010f1
296085at32523	1415176_0:001e9f
296115at32523	1415176_0:002f8d
296274at32523	1415176_0:0032a9
296383at32523	1415176_0:001c86
296396at32523	1415176_0:004433
296497at32523	1415176_0:001187
296516at32523	1415176_0:002c7e
296574at32523	1415176_0:002a7b
296580at32523	1415176_0:00233f
296619at32523	1415176_0:000d3d
296706at32523	1415176_0:004bc8
296748at32523	1415176_0:0031fa
296812at32523	1415176_0:0034f2
296853at32523	1415176_0:00348a
296861at32523	1415176_0:0006a8
296888at32523	1415176_0:003b6c
297033at32523	1415176_0:00383f
297197at32523	1415176_0:00487f
297345at32523	1415176_0:0035ba
297609at32523	1415176_0:0028d5
297640at32523	1415176_0:001d5c
297684at32523	1415176_0:0032f6
297915at32523	1415176_0:0014fb
298011at32523	1415176_0:001e10
298029at32523	1415176_0:0034ee
298187at32523	1415176_0:000a21
298204at32523	1415176_0:003bbf
298237at32523	1415176_0:000f42
298305at32523	1415176_0:0017f8
298394at32523	1415176_0:004038
29845at32523	1415176_0:0032c4
298630at32523	1415176_0:002635
298947at32523	1415176_0:002abe
299063at32523	1415176_0:002112
299122at32523	1415176_0:0008dc
299214at32523	1415176_0:0037cc
299311at32523	1415176_0:00218f
299312at32523	1415176_0:000efe
299383at32523	1415176_0:002452
299480at32523	1415176_0:00108e
299630at32523	1415176_0:003ef1
299633at32523	1415176_0:000122
299737at32523	1415176_0:001314
299794at32523	1415176_0:001aba
299876at32523	1415176_0:002ea6
299975at32523	1415176_0:0001ef
300008at32523	1415176_0:0033e5
300031at32523	1415176_0:0020ba
30006at32523	1415176_0:002e0a
300158at32523	1415176_0:002be7
300164at32523	1415176_0:0026ec
30022at32523	1415176_0:001634
300364at32523	1415176_0:0043b5
300700at32523	1415176_0:002ae1
300772at32523	1415176_0:00034e
300815at32523	1415176_0:000361
300828at32523	1415176_0:004a6c
300997at32523	1415176_0:0028d3
30103at32523	1415176_0:002831
301078at32523	1415176_0:0037fb
301105at32523	1415176_0:002b82
301160at32523	1415176_0:000bad
301171at32523	1415176_0:0013ca
301243at32523	1415176_0:001037
30143at32523	1415176_0:003432
301474at32523	1415176_0:002128
301749at32523	1415176_0:0003c9
301845at32523	1415176_0:0014c4
302046at32523	1415176_0:0012c1
30209at32523	1415176_0:003107
30211at32523	1415176_0:00029b
302150at32523	1415176_0:00079c
302259at32523	1415176_0:001c98
302394at32523	1415176_0:0020fd
30247at32523	1415176_0:000964
302602at32523	1415176_0:003518
302637at32523	1415176_0:00443f
302643at32523	1415176_0:0017a6
30264at32523	1415176_0:0033f2
302715at32523	1415176_0:002086
302721at32523	1415176_0:000d60
302930at32523	1415176_0:001be6
302932at32523	1415176_0:00055c
30304at32523	1415176_0:00378b
303097at32523	1415176_0:001017
30310at32523	1415176_0:0016e8
30318at32523	1415176_0:0011c8
303212at32523	1415176_0:00132a
303506at32523	1415176_0:003609
30353at32523	1415176_0:002dc8
303889at32523	1415176_0:003a0b
303918at32523	1415176_0:000548
303918at32523	1415176_0:0023d7
30406at32523	1415176_0:00302c
304134at32523	1415176_0:003d47
304171at32523	1415176_0:000c77
30424at32523	1415176_0:000852
304313at32523	1415176_0:00020f
304333at32523	1415176_0:0018c9
304399at32523	1415176_0:004254
304654at32523	1415176_0:00030b
304702at32523	1415176_0:003aee
304750at32523	1415176_0:001456
30479at32523	1415176_0:001109
30486at32523	1415176_0:003b20
30494at32523	1415176_0:0036ae
305138at32523	1415176_0:003762
305143at32523	1415176_0:002a01
305237at32523	1415176_0:003778
305384at32523	1415176_0:00270a
305431at32523	1415176_0:0033f7
305735at32523	1415176_0:002294
30595at32523	1415176_0:00449c
3059at32523	1415176_0:002767
306059at32523	1415176_0:0009fe
306068at32523	1415176_0:00345b
306397at32523	1415176_0:001e8d
306425at32523	1415176_0:0034f0
30651at32523	1415176_0:003a9b
306698at32523	1415176_0:0023b2
306857at32523	1415176_0:0016a1
307031at32523	1415176_0:000e91
307167at32523	1415176_0:002057
30718at32523	1415176_0:00359d
30724at32523	1415176_0:003583
307812at32523	1415176_0:001ae1
308580at32523	1415176_0:0051e7
30861at32523	1415176_0:00185b
308683at32523	1415176_0:004fbd
308747at32523	1415176_0:00029d
308798at32523	1415176_0:00131d
308841at32523	1415176_0:0006ef
308935at32523	1415176_0:0011d7
309030at32523	1415176_0:001e27
30921at32523	1415176_0:003b3c
309241at32523	1415176_0:000214
309541at32523	1415176_0:0011b7
31024at32523	1415176_0:002ac9
31032at32523	1415176_0:003602
31070at32523	1415176_0:002ae5
31127at32523	1415176_0:0011a6
31168at32523	1415176_0:0015f5
31218at32523	1415176_0:001393
3129at32523	1415176_0:003938
3129at32523	1415176_0:004df5
31446at32523	1415176_0:003629
31515at32523	1415176_0:001c0b
31525at32523	1415176_0:000ba8
31556at32523	1415176_0:002f65
31720at32523	1415176_0:004534
31720at32523	1415176_0:004535
31843at32523	1415176_0:00171b
31846at32523	1415176_0:002fac
31904at32523	1415176_0:0026e4
31906at32523	1415176_0:003635
32073at32523	1415176_0:000f18
32130at32523	1415176_0:000280
32134at32523	1415176_0:003721
32146at32523	1415176_0:003129
32255at32523	1415176_0:001102
32255at32523	1415176_0:003993
32549at32523	1415176_0:001485
3264at32523	1415176_0:00272f
32661at32523	1415176_0:0014b6
32680at32523	1415176_0:003f74
32757at32523	1415176_0:0018e7
32790at32523	1415176_0:0027b1
32796at32523	1415176_0:0042a7
3280at32523	1415176_0:001254
32816at32523	1415176_0:003b41
32884at32523	1415176_0:000516
32967at32523	1415176_0:003da3
32968at32523	1415176_0:00130c
33110at32523	1415176_0:003e03
33146at32523	1415176_0:002d49
33171at32523	1415176_0:001519
3318at32523	1415176_0:00119c
33280at32523	1415176_0:00397e
33312at32523	1415176_0:001957
33404at32523	1415176_0:000618
3344at32523	1415176_0:000c47
3357at32523	1415176_0:002fb2
33582at32523	1415176_0:0020ac
33595at32523	1415176_0:00032d
33728at32523	1415176_0:002df4
33856at32523	1415176_0:000e5a
33874at32523	1415176_0:0028f1
33904at32523	1415176_0:002678
34059at32523	1415176_0:002511
34063at32523	1415176_0:000da0
34087at32523	1415176_0:0039d3
34122at32523	1415176_0:003ec2
34185at32523	1415176_0:001556
34225at32523	1415176_0:001fff
34270at32523	1415176_0:000132
34307at32523	1415176_0:002f72
34372at32523	1415176_0:001ccb
34397at32523	1415176_0:00282a
34400at32523	1415176_0:003f52
34431at32523	1415176_0:001a67
34505at32523	1415176_0:0001fb
34657at32523	1415176_0:002461
34767at32523	1415176_0:001f23
34904at32523	1415176_0:002865
34904at32523	1415176_0:00470a
35115at32523	1415176_0:002ce1
35204at32523	1415176_0:003bbd
35259at32523	1415176_0:001be4
35351at32523	1415176_0:0024e3
35456at32523	1415176_0:00397d
35460at32523	1415176_0:002d44
35460at32523	1415176_0:002ee0
35479at32523	1415176_0:003132
35484at32523	1415176_0:001546
35508at32523	1415176_0:0034e8
35526at32523	1415176_0:0042a9
35573at32523	1415176_0:001501
35682at32523	1415176_0:004d62
35682at32523	1415176_0:00521e
35695at32523	1415176_0:003ead
35696at32523	1415176_0:002824
3576at32523	1415176_0:001ff4
35780at32523	1415176_0:003cea
35937at32523	1415176_0:00379d
35980at32523	1415176_0:003fd9
36040at32523	1415176_0:000408
36067at32523	1415176_0:002b7e
36099at32523	1415176_0:002f44
36141at32523	1415176_0:00079f
36171at32523	1415176_0:000875
36212at32523	1415176_0:002b35
36217at32523	1415176_0:003d23
3627at32523	1415176_0:00172d
36298at32523	1415176_0:00237b
36299at32523	1415176_0:0017ab
36389at32523	1415176_0:000236
36406at32523	1415176_0:0005c0
36409at32523	1415176_0:0019a9
36628at32523	1415176_0:00229f
36646at32523	1415176_0:00344e
36670at32523	1415176_0:00369c
36683at32523	1415176_0:00063b
36736at32523	1415176_0:003397
36743at32523	1415176_0:001cdb
36985at32523	1415176_0:0039cb
3704at32523	1415176_0:0035f2
37062at32523	1415176_0:003d13
37077at32523	1415176_0:000484
37089at32523	1415176_0:00197c
37090at32523	1415176_0:000b71
37091at32523	1415176_0:0017af
37139at32523	1415176_0:001d4f
37181at32523	1415176_0:003691
37229at32523	1415176_0:00058f
3725at32523	1415176_0:001514
37398at32523	1415176_0:002d71
37400at32523	1415176_0:001046
37401at32523	1415176_0:00201e
37414at32523	1415176_0:0044e4
37585at32523	1415176_0:0002ca
37595at32523	1415176_0:001a6d
3766at32523	1415176_0:002ec1
3766at32523	1415176_0:004f45
3768at32523	1415176_0:004419
37749at32523	1415176_0:00084f
37767at32523	1415176_0:002fa9
37780at32523	1415176_0:002dbf
37956at32523	1415176_0:0013ce
37975at32523	1415176_0:00443b
38067at32523	1415176_0:001ae4
38112at32523	1415176_0:003b3d
38146at32523	1415176_0:003c1e
38156at32523	1415176_0:0012c6
38162at32523	1415176_0:003289
38163at32523	1415176_0:000e09
38163at32523	1415176_0:0028a2
38163at32523	1415176_0:004ba4
38183at32523	1415176_0:0007ef
38403at32523	1415176_0:0017e5
38481at32523	1415176_0:003713
38580at32523	1415176_0:0029d0
38690at32523	1415176_0:001025
38721at32523	1415176_0:0008ab
38740at32523	1415176_0:000711
38740at32523	1415176_0:000719
38760at32523	1415176_0:0030c2
38873at32523	1415176_0:0009c0
38873at32523	1415176_0:00392f
38882at32523	1415176_0:000342
38885at32523	1415176_0:0037e4
38892at32523	1415176_0:002e67
38923at32523	1415176_0:0016f0
38961at32523	1415176_0:002891
39015at32523	1415176_0:0029db
39067at32523	1415176_0:00284d
39310at32523	1415176_0:00231c
39443at32523	1415176_0:002fee
39463at32523	1415176_0:0038a2
39511at32523	1415176_0:0026f1
39526at32523	1415176_0:001d8a
39534at32523	1415176_0:001997
39633at32523	1415176_0:003053
39658at32523	1415176_0:002ded
39659at32523	1415176_0:00031b
39851at32523	1415176_0:0001b3
39851at32523	1415176_0:0001cb
39925at32523	1415176_0:002246
39930at32523	1415176_0:0030d4
39986at32523	1415176_0:0010c4
40157at32523	1415176_0:003d1e
40227at32523	1415176_0:002542
4025at32523	1415176_0:0010e5
40350at32523	1415176_0:003e29
40562at32523	1415176_0:000c8b
40668at32523	1415176_0:001c30
40718at32523	1415176_0:003561
40748at32523	1415176_0:0009d9
40754at32523	1415176_0:001744
40881at32523	1415176_0:0043dd
40975at32523	1415176_0:002618
40982at32523	1415176_0:0012a3
41099at32523	1415176_0:002215
41111at32523	1415176_0:002bd0
41395at32523	1415176_0:0008fb
41415at32523	1415176_0:0038a8
41435at32523	1415176_0:000c01
41450at32523	1415176_0:001739
41533at32523	1415176_0:001192
41564at32523	1415176_0:001fbf
41658at32523	1415176_0:004451
41704at32523	1415176_0:000617
41743at32523	1415176_0:004302
4177at32523	1415176_0:002650
41871at32523	1415176_0:004eb3
41871at32523	1415176_0:005143
41871at32523	1415176_0:00519d
4188at32523	1415176_0:002be4
419at32523	1415176_0:004109
42007at32523	1415176_0:002935
4202at32523	1415176_0:000fa8
42099at32523	1415176_0:00122a
42164at32523	1415176_0:001ce0
42251at32523	1415176_0:00434c
42258at32523	1415176_0:000b26
42301at32523	1415176_0:000bf7
42390at32523	1415176_0:00239b
42445at32523	1415176_0:00050c
42538at32523	1415176_0:0034b2
42538at32523	1415176_0:0034b7
42615at32523	1415176_0:0003f3
42619at32523	1415176_0:003ba0
42646at32523	1415176_0:003276
42731at32523	1415176_0:00122c
42731at32523	1415176_0:005078
42951at32523	1415176_0:000657
43021at32523	1415176_0:0043bb
4307at32523	1415176_0:003ebf
43096at32523	1415176_0:002eed
43168at32523	1415176_0:0033bb
43178at32523	1415176_0:0001f1
43239at32523	1415176_0:003fcd
43353at32523	1415176_0:0036ef
43490at32523	1415176_0:002b01
43610at32523	1415176_0:0041e2
43670at32523	1415176_0:001d15
43756at32523	1415176_0:000c78
43766at32523	1415176_0:000577
43942at32523	1415176_0:0005c7
43942at32523	1415176_0:0005c8
43944at32523	1415176_0:003cf8
43954at32523	1415176_0:000751
43956at32523	1415176_0:002240
44015at32523	1415176_0:005170
4408at32523	1415176_0:0009e1
44121at32523	1415176_0:002123
4413at32523	1415176_0:0000a0
44174at32523	1415176_0:00186f
44355at32523	1415176_0:004122
44421at32523	1415176_0:000f55
44439at32523	1415176_0:003d86
44456at32523	1415176_0:000b36
44571at32523	1415176_0:00224b
44752at32523	1415176_0:00118b
44915at32523	1415176_0:002d3a
45054at32523	1415176_0:003168
45105at32523	1415176_0:000ecf
45281at32523	1415176_0:000430
45359at32523	1415176_0:002b50
45371at32523	1415176_0:000677
45393at32523	1415176_0:0027ad
45423at32523	1415176_0:0008e0
45431at32523	1415176_0:001b69
45439at32523	1415176_0:0052f1
45596at32523	1415176_0:0016da
45674at32523	1415176_0:002ac0
45674at32523	1415176_0:002aca
45712at32523	1415176_0:0007be
45935at32523	1415176_0:001287
45936at32523	1415176_0:00350d
45998at32523	1415176_0:002222
46044at32523	1415176_0:0024d1
46097at32523	1415176_0:003228
46111at32523	1415176_0:002d7f
46113at32523	1415176_0:001227
46322at32523	1415176_0:000488
46377at32523	1415176_0:004008
46392at32523	1415176_0:003496
46482at32523	1415176_0:000c79
46577at32523	1415176_0:003920
46594at32523	1415176_0:0008bf
46650at32523	1415176_0:000a1a
46651at32523	1415176_0:001e92
46714at32523	1415176_0:001470
46758at32523	1415176_0:0038ab
46805at32523	1415176_0:0035cd
46860at32523	1415176_0:002e7f
46922at32523	1415176_0:000a99
47038at32523	1415176_0:003601
47088at32523	1415176_0:002fa2
47092at32523	1415176_0:00357b
47099at32523	1415176_0:001401
47147at32523	1415176_0:0041a9
47152at32523	1415176_0:002124
47222at32523	1415176_0:003e0b
47274at32523	1415176_0:002aa6
47302at32523	1415176_0:00054c
47363at32523	1415176_0:002f35
47409at32523	1415176_0:0002bf
47463at32523	1415176_0:003882
47473at32523	1415176_0:00374d
47513at32523	1415176_0:0035d1
47622at32523	1415176_0:0043ff
47625at32523	1415176_0:002950
47862at32523	1415176_0:002513
47871at32523	1415176_0:001844
47921at32523	1415176_0:001324
48118at32523	1415176_0:002544
48295at32523	1415176_0:001384
48355at32523	1415176_0:0002db
4841at32523	1415176_0:000e2b
48420at32523	1415176_0:002aef
48437at32523	1415176_0:001d25
48483at32523	1415176_0:00013f
48547at32523	1415176_0:000ddd
48580at32523	1415176_0:000655
4862at32523	1415176_0:003475
48639at32523	1415176_0:00171c
48757at32523	1415176_0:00092e
48768at32523	1415176_0:002194
48791at32523	1415176_0:001154
48794at32523	1415176_0:002826
48942at32523	1415176_0:002072
48956at32523	1415176_0:002aae
4898at32523	1415176_0:002920
49027at32523	1415176_0:002d02
49159at32523	1415176_0:00355a
4917at32523	1415176_0:0004cd
49191at32523	1415176_0:00242f
49209at32523	1415176_0:0010d0
49333at32523	1415176_0:001902
49344at32523	1415176_0:003cf7
49347at32523	1415176_0:001d80
49418at32523	1415176_0:002011
49447at32523	1415176_0:004192
