100073at32523	8469_0:000944
284667at32523	8469_0:0005af
284695at32523	8469_0:001800
284944at32523	8469_0:00228b
284958at32523	8469_0:0024ae
285079at32523	8469_0:0023c9
285253at32523	8469_0:0032aa
285282at32523	8469_0:00305f
285455at32523	8469_0:001881
285465at32523	8469_0:000cd5
285542at32523	8469_0:002ac0
285644at32523	8469_0:000766
285659at32523	8469_0:00372a
285661at32523	8469_0:0039b6
28568at32523	8469_0:001daf
285773at32523	8469_0:000023
285832at32523	8469_0:00432e
285845at32523	8469_0:000ede
286112at32523	8469_0:002e17
286233at32523	8469_0:000f24
286258at32523	8469_0:000743
286324at32523	8469_0:0028cc
286422at32523	8469_0:002194
286462at32523	8469_0:00185a
286462at32523	8469_0:002ded
286524at32523	8469_0:0023d1
286526at32523	8469_0:001c97
286638at32523	8469_0:00124c
286647at32523	8469_0:0016ae
286719at32523	8469_0:0013b0
286748at32523	8469_0:001de8
286785at32523	8469_0:0032b7
286821at32523	8469_0:003739
286959at32523	8469_0:0009d3
287006at32523	8469_0:0013fb
287057at32523	8469_0:0032dc
287262at32523	8469_0:00249d
287339at32523	8469_0:002614
287359at32523	8469_0:000436
287415at32523	8469_0:001f07
287557at32523	8469_0:002e98
287570at32523	8469_0:0021a4
287649at32523	8469_0:001fd7
287713at32523	8469_0:002432
287818at32523	8469_0:00053c
287852at32523	8469_0:002410
287864at32523	8469_0:001d98
287872at32523	8469_0:00397a
287965at32523	8469_0:002b49
288030at32523	8469_0:00422b
288185at32523	8469_0:002ead
28821at32523	8469_0:00130c
28823at32523	8469_0:001820
288247at32523	8469_0:0021cd
288353at32523	8469_0:000f76
288365at32523	8469_0:0040aa
288374at32523	8469_0:001e82
288386at32523	8469_0:002c21
288598at32523	8469_0:002a55
288615at32523	8469_0:002331
288636at32523	8469_0:001375
288646at32523	8469_0:002be7
288701at32523	8469_0:001043
288741at32523	8469_0:002a73
288794at32523	8469_0:00202c
288836at32523	8469_0:00234b
288885at32523	8469_0:003e5f
288923at32523	8469_0:002932
288987at32523	8469_0:001c0d
289054at32523	8469_0:00287f
289167at32523	8469_0:002336
289170at32523	8469_0:002a5c
289179at32523	8469_0:00442a
289300at32523	8469_0:000035
289400at32523	8469_0:000f11
289585at32523	8469_0:001eb5
289591at32523	8469_0:0014eb
289619at32523	8469_0:00356e
289632at32523	8469_0:001c55
289713at32523	8469_0:001fa1
289719at32523	8469_0:002624
289741at32523	8469_0:0039c7
28985at32523	8469_0:0015d1
289897at32523	8469_0:0005c9
289931at32523	8469_0:0026f1
289961at32523	8469_0:002cef
290018at32523	8469_0:00219b
290064at32523	8469_0:000e88
290134at32523	8469_0:000422
290185at32523	8469_0:0015ff
290216at32523	8469_0:001e4a
290236at32523	8469_0:0022d0
290487at32523	8469_0:000b3e
290488at32523	8469_0:001003
290548at32523	8469_0:0039d3
29061at32523	8469_0:004533
290670at32523	8469_0:001027
290800at32523	8469_0:0029cd
290814at32523	8469_0:003f52
290884at32523	8469_0:002eb0
29093at32523	8469_0:000054
29095at32523	8469_0:003505
291099at32523	8469_0:003886
291175at32523	8469_0:002654
291212at32523	8469_0:002395
291252at32523	8469_0:003689
291255at32523	8469_0:002344
291255at32523	8469_0:002fe0
291381at32523	8469_0:001202
291434at32523	8469_0:0044e7
291451at32523	8469_0:001f12
291451at32523	8469_0:003a29
291475at32523	8469_0:002292
291641at32523	8469_0:001b64
291672at32523	8469_0:0015b7
291715at32523	8469_0:001047
29173at32523	8469_0:0015fa
292000at32523	8469_0:0000b6
292062at32523	8469_0:0037a9
292094at32523	8469_0:00230a
292138at32523	8469_0:002358
292186at32523	8469_0:0033ff
292189at32523	8469_0:003ef9
292234at32523	8469_0:000458
292288at32523	8469_0:0035d2
292291at32523	8469_0:00269e
29230at32523	8469_0:000d6a
292367at32523	8469_0:001033
292469at32523	8469_0:0006dc
292567at32523	8469_0:0038e2
292703at32523	8469_0:002e6f
292777at32523	8469_0:0012b5
293046at32523	8469_0:000417
293098at32523	8469_0:001d42
29309at32523	8469_0:00234a
293246at32523	8469_0:000580
293248at32523	8469_0:00237c
293250at32523	8469_0:0025a1
293253at32523	8469_0:001d8d
293264at32523	8469_0:000112
293265at32523	8469_0:0011b3
293285at32523	8469_0:0016b5
293308at32523	8469_0:002721
293354at32523	8469_0:000029
293431at32523	8469_0:003d9a
293550at32523	8469_0:002048
293628at32523	8469_0:001c54
293635at32523	8469_0:003146
293808at32523	8469_0:001734
293833at32523	8469_0:000fc6
293881at32523	8469_0:0033b9
293975at32523	8469_0:001316
29403at32523	8469_0:002788
294083at32523	8469_0:003d25
294091at32523	8469_0:0002d8
294122at32523	8469_0:00221c
294199at32523	8469_0:001ac8
294368at32523	8469_0:001be1
294369at32523	8469_0:003031
294423at32523	8469_0:00280f
294624at32523	8469_0:001675
29464at32523	8469_0:0014a6
294658at32523	8469_0:0025b8
294759at32523	8469_0:00323b
294765at32523	8469_0:00103d
294769at32523	8469_0:0006e3
29479at32523	8469_0:001ec6
294806at32523	8469_0:0006ed
294828at32523	8469_0:00183e
294963at32523	8469_0:0034c0
29499at32523	8469_0:001dc7
295107at32523	8469_0:0014de
295209at32523	8469_0:0021aa
29530at32523	8469_0:004035
295457at32523	8469_0:00073d
29563at32523	8469_0:00239c
295641at32523	8469_0:002e8e
295641at32523	8469_0:003f0b
295654at32523	8469_0:0023a2
295685at32523	8469_0:000274
29590at32523	8469_0:003092
295931at32523	8469_0:00121c
296017at32523	8469_0:003172
296085at32523	8469_0:001c06
296115at32523	8469_0:00259c
296274at32523	8469_0:00412f
296383at32523	8469_0:000fdc
296396at32523	8469_0:001b7c
296497at32523	8469_0:00266d
296516at32523	8469_0:002eb7
296574at32523	8469_0:0028f1
296580at32523	8469_0:00388d
296619at32523	8469_0:001e67
296706at32523	8469_0:0006aa
296748at32523	8469_0:002f77
296812at32523	8469_0:0033b4
296853at32523	8469_0:001ac4
296855at32523	8469_0:003e95
296861at32523	8469_0:0006df
296888at32523	8469_0:000aa0
297033at32523	8469_0:001211
297197at32523	8469_0:000688
297345at32523	8469_0:002547
297609at32523	8469_0:001985
297640at32523	8469_0:0011ff
297684at32523	8469_0:001e2a
297915at32523	8469_0:003d11
298011at32523	8469_0:0036c4
298029at32523	8469_0:001f86
298187at32523	8469_0:001c61
298204at32523	8469_0:00282d
298237at32523	8469_0:00241b
298305at32523	8469_0:000219
298394at32523	8469_0:0032a0
29845at32523	8469_0:002ef4
298630at32523	8469_0:000005
298947at32523	8469_0:002bcc
299063at32523	8469_0:001641
299122at32523	8469_0:002dc6
299214at32523	8469_0:000349
299311at32523	8469_0:0020a1
299312at32523	8469_0:000a6e
299383at32523	8469_0:002f45
299480at32523	8469_0:0036a4
299492at32523	8469_0:0002cf
299630at32523	8469_0:00228d
299633at32523	8469_0:003e01
299737at32523	8469_0:0002da
299794at32523	8469_0:003902
299876at32523	8469_0:001a04
299975at32523	8469_0:0026ad
300008at32523	8469_0:0014b2
300031at32523	8469_0:003fc0
30006at32523	8469_0:0027d3
300158at32523	8469_0:000c3c
300164at32523	8469_0:001cb7
30022at32523	8469_0:0004b1
300364at32523	8469_0:000865
300642at32523	8469_0:0041ed
300772at32523	8469_0:000343
300815at32523	8469_0:00384d
300828at32523	8469_0:001181
300997at32523	8469_0:001953
30103at32523	8469_0:0030f0
301078at32523	8469_0:000378
301105at32523	8469_0:00399a
301160at32523	8469_0:0028cd
301171at32523	8469_0:001ea1
301243at32523	8469_0:004033
30143at32523	8469_0:002ad1
301474at32523	8469_0:003b3c
301621at32523	8469_0:002df9
301749at32523	8469_0:00426d
301845at32523	8469_0:0037f3
302046at32523	8469_0:00285d
30209at32523	8469_0:00114b
30211at32523	8469_0:0030d9
30213at32523	8469_0:0030ee
302150at32523	8469_0:004197
302245at32523	8469_0:003edf
302259at32523	8469_0:0039e1
302394at32523	8469_0:00243a
30247at32523	8469_0:001cd9
302602at32523	8469_0:002e66
302637at32523	8469_0:003a45
302643at32523	8469_0:002356
30264at32523	8469_0:0014c1
302715at32523	8469_0:002029
302721at32523	8469_0:0012d0
302930at32523	8469_0:000af0
302932at32523	8469_0:00099d
30304at32523	8469_0:0044ee
303097at32523	8469_0:0041b4
30310at32523	8469_0:0021e2
30318at32523	8469_0:000a06
30318at32523	8469_0:002697
303212at32523	8469_0:0012b2
303506at32523	8469_0:00391c
30353at32523	8469_0:000591
30365at32523	8469_0:0016f2
303918at32523	8469_0:0028ea
303931at32523	8469_0:002dd0
30406at32523	8469_0:002dc1
304134at32523	8469_0:00215c
304171at32523	8469_0:002fb9
30424at32523	8469_0:002a2e
304313at32523	8469_0:002d2d
304333at32523	8469_0:001115
304399at32523	8469_0:002743
304654at32523	8469_0:000efb
304702at32523	8469_0:0044f7
304750at32523	8469_0:0006ce
30479at32523	8469_0:0024c6
304806at32523	8469_0:000ad7
30486at32523	8469_0:003516
30494at32523	8469_0:0010ca
305138at32523	8469_0:0025e3
305143at32523	8469_0:00387c
305237at32523	8469_0:004268
305384at32523	8469_0:00451e
305431at32523	8469_0:0014b1
305590at32523	8469_0:001d87
305735at32523	8469_0:002869
305787at32523	8469_0:003df6
305803at32523	8469_0:000142
30595at32523	8469_0:002965
3059at32523	8469_0:003c17
306059at32523	8469_0:0008e7
306068at32523	8469_0:001c8c
306397at32523	8469_0:001c12
306425at32523	8469_0:001f89
30651at32523	8469_0:000943
306698at32523	8469_0:0022d5
307031at32523	8469_0:00264c
307163at32523	8469_0:003dbc
307167at32523	8469_0:003608
30718at32523	8469_0:00251d
30724at32523	8469_0:002741
307391at32523	8469_0:001718
307812at32523	8469_0:000bb3
308580at32523	8469_0:00091c
30861at32523	8469_0:002d8e
308683at32523	8469_0:002e6c
308747at32523	8469_0:0030fd
308798at32523	8469_0:0002cd
308841at32523	8469_0:0035a3
308935at32523	8469_0:002548
308939at32523	8469_0:001517
309030at32523	8469_0:0023e6
30921at32523	8469_0:002ea5
309241at32523	8469_0:004254
31024at32523	8469_0:001ba2
31032at32523	8469_0:0025cb
31070at32523	8469_0:003117
31127at32523	8469_0:000205
31168at32523	8469_0:0001b3
31218at32523	8469_0:00028d
3129at32523	8469_0:001990
31446at32523	8469_0:00214b
31515at32523	8469_0:00182a
31525at32523	8469_0:0028d2
31556at32523	8469_0:002d73
31720at32523	8469_0:0013b3
31843at32523	8469_0:003182
31846at32523	8469_0:000420
31904at32523	8469_0:001cd1
31906at32523	8469_0:001228
32073at32523	8469_0:002ebf
32130at32523	8469_0:000f44
32134at32523	8469_0:002271
32146at32523	8469_0:0011bc
32255at32523	8469_0:0001d0
32297at32523	8469_0:004091
32549at32523	8469_0:003251
3264at32523	8469_0:002800
32661at32523	8469_0:0027e4
32680at32523	8469_0:0044e4
32757at32523	8469_0:0002d3
32790at32523	8469_0:004271
32796at32523	8469_0:0006e2
3280at32523	8469_0:00423b
32816at32523	8469_0:001f42
32884at32523	8469_0:000716
32967at32523	8469_0:00003e
32968at32523	8469_0:000447
33110at32523	8469_0:00067d
33146at32523	8469_0:001e95
33171at32523	8469_0:000d09
3318at32523	8469_0:002d16
33280at32523	8469_0:00199d
33312at32523	8469_0:0032e3
33404at32523	8469_0:00167e
3344at32523	8469_0:001165
3357at32523	8469_0:00043e
33582at32523	8469_0:0036e7
33595at32523	8469_0:00308e
33728at32523	8469_0:004385
33856at32523	8469_0:00115f
33874at32523	8469_0:000ada
33904at32523	8469_0:003769
34044at32523	8469_0:00020d
34059at32523	8469_0:00357c
34063at32523	8469_0:0020dd
34087at32523	8469_0:002b3b
34122at32523	8469_0:003406
34185at32523	8469_0:00315d
34225at32523	8469_0:002493
34270at32523	8469_0:000e79
34307at32523	8469_0:003ee3
34372at32523	8469_0:0004a1
34397at32523	8469_0:001aae
34400at32523	8469_0:0022cb
34431at32523	8469_0:001d90
34505at32523	8469_0:002d2c
34657at32523	8469_0:002465
34767at32523	8469_0:00345e
34904at32523	8469_0:0021a6
3491at32523	8469_0:0017a1
35115at32523	8469_0:00160b
35204at32523	8469_0:002841
35259at32523	8469_0:000b04
35351at32523	8469_0:0018e4
35456at32523	8469_0:0019a3
35460at32523	8469_0:002a51
35479at32523	8469_0:001198
35484at32523	8469_0:00130e
35508at32523	8469_0:00240e
35526at32523	8469_0:001a7e
35573at32523	8469_0:001988
35603at32523	8469_0:0017a6
35682at32523	8469_0:00343b
35695at32523	8469_0:0001bd
35696at32523	8469_0:001aaf
3576at32523	8469_0:00454b
35780at32523	8469_0:0008b3
35937at32523	8469_0:0044ea
35980at32523	8469_0:003a1a
36040at32523	8469_0:00190b
36067at32523	8469_0:0009e1
36099at32523	8469_0:001cda
36141at32523	8469_0:00006f
36171at32523	8469_0:0008ee
36212at32523	8469_0:003779
36217at32523	8469_0:00100b
3627at32523	8469_0:0017c9
36298at32523	8469_0:002341
36299at32523	8469_0:003937
36389at32523	8469_0:001c77
36406at32523	8469_0:000708
36409at32523	8469_0:000830
36628at32523	8469_0:002866
36646at32523	8469_0:003416
36670at32523	8469_0:00122b
36683at32523	8469_0:0042da
36736at32523	8469_0:001cc4
36743at32523	8469_0:000f9c
36985at32523	8469_0:002b42
3704at32523	8469_0:00090e
37062at32523	8469_0:0028f5
37077at32523	8469_0:003252
37089at32523	8469_0:0019bd
37090at32523	8469_0:00004c
37091at32523	8469_0:003939
37139at32523	8469_0:002092
37181at32523	8469_0:003a88
37229at32523	8469_0:003b1c
3725at32523	8469_0:000612
37398at32523	8469_0:0036f6
37400at32523	8469_0:0033d8
37401at32523	8469_0:001ed5
37414at32523	8469_0:002446
37585at32523	8469_0:0033e2
37595at32523	8469_0:001dab
3766at32523	8469_0:002e24
3768at32523	8469_0:0020fb
37749at32523	8469_0:002a30
37767at32523	8469_0:00043d
37780at32523	8469_0:001d80
37956at32523	8469_0:002640
37975at32523	8469_0:003a49
38067at32523	8469_0:0012bc
38112at32523	8469_0:002ea4
38146at32523	8469_0:001ef7
38156at32523	8469_0:00282c
38162at32523	8469_0:002720
38163at32523	8469_0:00358d
38183at32523	8469_0:0000d4
38277at32523	8469_0:0001c6
38403at32523	8469_0:0010ce
38481at32523	8469_0:003492
38580at32523	8469_0:002cfe
38690at32523	8469_0:0013e9
38721at32523	8469_0:0001ab
38740at32523	8469_0:000f22
38760at32523	8469_0:001f1b
38792at32523	8469_0:002ce8
38873at32523	8469_0:0009a0
38882at32523	8469_0:00156e
38885at32523	8469_0:002ef8
38892at32523	8469_0:001ff2
38923at32523	8469_0:001e85
38961at32523	8469_0:003462
39015at32523	8469_0:000188
39067at32523	8469_0:0021a2
39310at32523	8469_0:0005ea
39443at32523	8469_0:00448e
39463at32523	8469_0:001849
39511at32523	8469_0:001d2d
39526at32523	8469_0:0030d0
39534at32523	8469_0:0017f8
39633at32523	8469_0:000db2
39658at32523	8469_0:001dbf
39659at32523	8469_0:00125b
3982at32523	8469_0:000533
39851at32523	8469_0:000f82
39925at32523	8469_0:001821
39930at32523	8469_0:002fbb
39986at32523	8469_0:0024d8
40157at32523	8469_0:003a89
40227at32523	8469_0:000c08
4025at32523	8469_0:003165
40350at32523	8469_0:004150
40562at32523	8469_0:0032f1
4058at32523	8469_0:00186d
40668at32523	8469_0:000764
40718at32523	8469_0:0025f7
40748at32523	8469_0:000000
40754at32523	8469_0:000564
40782at32523	8469_0:0004d8
40881at32523	8469_0:003db0
40975at32523	8469_0:00120b
40982at32523	8469_0:000afa
41099at32523	8469_0:0018e7
41111at32523	8469_0:001ae7
4126at32523	8469_0:000d4c
41395at32523	8469_0:002b77
41415at32523	8469_0:002bc1
41435at32523	8469_0:001076
41450at32523	8469_0:002e50
41533at32523	8469_0:0012a2
41564at32523	8469_0:00294d
41658at32523	8469_0:0009d9
41704at32523	8469_0:001664
41743at32523	8469_0:002224
4177at32523	8469_0:000200
41871at32523	8469_0:00077a
4188at32523	8469_0:002b4e
419at32523	8469_0:002eec
42007at32523	8469_0:00151f
4202at32523	8469_0:00260d
42099at32523	8469_0:003f1f
42102at32523	8469_0:00300f
42102at32523	8469_0:003b12
42164at32523	8469_0:00159a
42251at32523	8469_0:000457
42251at32523	8469_0:004497
42258at32523	8469_0:00310b
42301at32523	8469_0:004358
42390at32523	8469_0:002026
42445at32523	8469_0:000717
42538at32523	8469_0:0030b2
42615at32523	8469_0:003e02
42619at32523	8469_0:00449d
42646at32523	8469_0:003db4
42731at32523	8469_0:000594
42862at32523	8469_0:0015c8
42951at32523	8469_0:003f00
43021at32523	8469_0:00083d
4307at32523	8469_0:0040bb
43096at32523	8469_0:003e82
43168at32523	8469_0:003f53
43178at32523	8469_0:002d32
43239at32523	8469_0:0039a5
43353at32523	8469_0:003fda
43490at32523	8469_0:0012a9
43610at32523	8469_0:00335c
43670at32523	8469_0:00348b
43756at32523	8469_0:002faf
43766at32523	8469_0:0027bf
43942at32523	8469_0:000bde
43944at32523	8469_0:001ee0
43954at32523	8469_0:00431c
43956at32523	8469_0:000d94
4408at32523	8469_0:00283a
44121at32523	8469_0:002d5a
4413at32523	8469_0:002f7f
44174at32523	8469_0:002ca5
44355at32523	8469_0:003215
44421at32523	8469_0:0014cf
44439at32523	8469_0:002b22
44456at32523	8469_0:0030d1
44571at32523	8469_0:0037a6
44752at32523	8469_0:00266c
44831at32523	8469_0:00185c
44915at32523	8469_0:001adc
45054at32523	8469_0:001819
45105at32523	8469_0:0039c3
4513at32523	8469_0:00159e
45281at32523	8469_0:0010ac
45359at32523	8469_0:001b69
45371at32523	8469_0:002894
45393at32523	8469_0:00243e
45423at32523	8469_0:002dba
45431at32523	8469_0:003797
45439at32523	8469_0:002767
45459at32523	8469_0:00124b
45596at32523	8469_0:00205d
45674at32523	8469_0:001b9e
45712at32523	8469_0:002829
45935at32523	8469_0:000af8
45936at32523	8469_0:003210
45998at32523	8469_0:002251
46044at32523	8469_0:00085f
46097at32523	8469_0:001462
46102at32523	8469_0:0011fa
46111at32523	8469_0:0036f8
46113at32523	8469_0:001c37
46238at32523	8469_0:001eda
46322at32523	8469_0:0007f5
46377at32523	8469_0:0014b8
46392at32523	8469_0:00356c
46482at32523	8469_0:002fb0
46577at32523	8469_0:0034a0
46594at32523	8469_0:0000c7
46650at32523	8469_0:001c60
46651at32523	8469_0:001bca
46714at32523	8469_0:0008f6
46758at32523	8469_0:002bb1
46805at32523	8469_0:000245
46860at32523	8469_0:000740
46922at32523	8469_0:001f8f
47038at32523	8469_0:0003bc
47088at32523	8469_0:00042b
47092at32523	8469_0:0025d3
47099at32523	8469_0:0026f9
47147at32523	8469_0:002976
47152at32523	8469_0:003b43
47222at32523	8469_0:00069b
47274at32523	8469_0:00234c
47302at32523	8469_0:0024e0
47363at32523	8469_0:0010d4
47409at32523	8469_0:000ea6
47411at32523	8469_0:001d53
47463at32523	8469_0:0016b1
47473at32523	8469_0:0015e8
47513at32523	8469_0:002c26
47622at32523	8469_0:003749
47625at32523	8469_0:0035b6
47862at32523	8469_0:003550
47871at32523	8469_0:0038f0
47921at32523	8469_0:0012b3
48118at32523	8469_0:0029c3
48295at32523	8469_0:00419f
48355at32523	8469_0:000170
4841at32523	8469_0:00090c
48420at32523	8469_0:003642
48437at32523	8469_0:003dcd
48469at32523	8469_0:000768
48483at32523	8469_0:0031bb
48547at32523	8469_0:00103a
48547at32523	8469_0:001da5
48580at32523	8469_0:003946
4862at32523	8469_0:0007ca
48639at32523	8469_0:0017ed
48757at32523	8469_0:00155d
48768at32523	8469_0:000ec3
48791at32523	8469_0:001ef9
48791at32523	8469_0:003aa3
48794at32523	8469_0:0030d7
48942at32523	8469_0:002045
48956at32523	8469_0:003822
4898at32523	8469_0:0005c4
49027at32523	8469_0:001127
49159at32523	8469_0:000930
4917at32523	8469_0:000874
49191at32523	8469_0:003c19
49209at32523	8469_0:00316a
49333at32523	8469_0:0002c2
49344at32523	8469_0:001ee1
49347at32523	8469_0:002090
49418at32523	8469_0:00127e
49447at32523	8469_0:003880
49491at32523	8469_0:00059c
49499at32523	8469_0:003485
49559at32523	8469_0:00153b
49590at32523	8469_0:0021cf
49619at32523	8469_0:0014d6
49624at32523	8469_0:003250
49652at32523	8469_0:00195e
49676at32523	8469_0:003fae
49681at32523	8469_0:003dd5
49691at32523	8469_0:002438
49999at32523	8469_0:0030a8
50089at32523	8469_0:000251
50206at32523	8469_0:00427e
50394at32523	8469_0:001e50
50548at32523	8469_0:001ca9
50632at32523	8469_0:000e75
50637at32523	8469_0:003ba1
50847at32523	8469_0:00109c
50971at32523	8469_0:003a4a
51084at32523	8469_0:002483
51210at32523	8469_0:0006ab
51212at32523	8469_0:00056e
51223at32523	8469_0:003764
51611at32523	8469_0:001bbc
51621at32523	8469_0:002847
51776at32523	8469_0:00170d
51849at32523	8469_0:000b44
51854at32523	8469_0:004220
51856at32523	8469_0:000b73
51860at32523	8469_0:001c6b
52041at32523	8469_0:000489
5204at32523	8469_0:000bb8
52086at32523	8469_0:0002cc
52169at32523	8469_0:0037ae
5220at32523	8469_0:003ea2
52256at32523	8469_0:00084a
52305at32523	8469_0:0033ba
52390at32523	8469_0:001296
52438at32523	8469_0:002eaf
52531at32523	8469_0:001c68
52558at32523	8469_0:000f6a
52562at32523	8469_0:001518
52566at32523	8469_0:001401
52590at32523	8469_0:0013f8
52652at32523	8469_0:000ddd
52652at32523	8469_0:001d8f
52868at32523	8469_0:000a24
52870at32523	8469_0:001549
52987at32523	8469_0:001246
53009at32523	8469_0:003e9a
53019at32523	8469_0:003140
53191at32523	8469_0:00069c
53251at32523	8469_0:000206
53271at32523	8469_0:003064
53317at32523	8469_0:0033a9
53386at32523	8469_0:003798
53426at32523	8469_0:00224d
53439at32523	8469_0:001574
5343at32523	8469_0:000ee8
53535at32523	8469_0:001747
53634at32523	8469_0:002d60
53673at32523	8469_0:0010a6
53783at32523	8469_0:0003bf
53844at32523	8469_0:00307b
53851at32523	8469_0:001ba8
53925at32523	8469_0:0028bf
54011at32523	8469_0:003323
54120at32523	8469_0:00186a
54252at32523	8469_0:000b91
54262at32523	8469_0:002d31
54322at32523	8469_0:004134
54352at32523	8469_0:0025aa
54439at32523	8469_0:0044e2
54502at32523	8469_0:000597
54646at32523	8469_0:004291
54695at32523	8469_0:0014e2
55092at32523	8469_0:002e6b
5527at32523	8469_0:003538
55368at32523	8469_0:003ded
55373at32523	8469_0:002b85
55391at32523	8469_0:0033b1
55435at32523	8469_0:0022bd
55532at32523	8469_0:001312
55565at32523	8469_0:0043a7
55566at32523	8469_0:0012df
55586at32523	8469_0:0017e3
55636at32523	8469_0:0014c0
55672at32523	8469_0:001d72
55777at32523	8469_0:002960
55876at32523	8469_0:0005a8
55885at32523	8469_0:00184a
55910at32523	8469_0:000435
55951at32523	8469_0:003711
56108at32523	8469_0:003185
56111at32523	8469_0:001669
56119at32523	8469_0:000f4f
56260at32523	8469_0:0023fd
56267at32523	8469_0:003f2c
56271at32523	8469_0:000028
56400at32523	8469_0:001d52
56494at32523	8469_0:001ba4
56506at32523	8469_0:000082
56591at32523	8469_0:001633
56641at32523	8469_0:000f5e
56672at32523	8469_0:0003f6
56679at32523	8469_0:0042c7
56686at32523	8469_0:001ed8
56858at32523	8469_0:0029e0
57115at32523	8469_0:0024ce
57116at32523	8469_0:00191c
57120at32523	8469_0:000ff5
57153at32523	8469_0:0044b0
57197at32523	8469_0:001a0f
57198at32523	8469_0:003613
57204at32523	8469_0:000595
57255at32523	8469_0:0009d0
57529at32523	8469_0:002667
57640at32523	8469_0:003239
57678at32523	8469_0:003c4a
57694at32523	8469_0:001a3d
57805at32523	8469_0:001afc
57813at32523	8469_0:000aeb
57825at32523	8469_0:00092b
57831at32523	8469_0:0013bb
57935at32523	8469_0:001799
58065at32523	8469_0:002c9a
58083at32523	8469_0:000f74
58140at32523	8469_0:003a08
58163at32523	8469_0:0009fc
58258at32523	8469_0:00264b
58295at32523	8469_0:003123
58304at32523	8469_0:0034c5
58318at32523	8469_0:000ccc
58398at32523	8469_0:002436
58545at32523	8469_0:0020f2
58546at32523	8469_0:002a2b
58582at32523	8469_0:0006b9
58707at32523	8469_0:003cea
5875at32523	8469_0:0012d7
58859at32523	8469_0:001bcc
58864at32523	8469_0:0027e2
58880at32523	8469_0:0013ab
58898at32523	8469_0:004159
58990at32523	8469_0:00325e
59046at32523	8469_0:00107a
59212at32523	8469_0:0030d5
59232at32523	8469_0:00074d
59383at32523	8469_0:0002bc
59442at32523	8469_0:00085a
59498at32523	8469_0:003eec
59637at32523	8469_0:001511
59642at32523	8469_0:0042ef
59688at32523	8469_0:001db7
59704at32523	8469_0:000656
59718at32523	8469_0:00120c
59812at32523	8469_0:00011a
59900at32523	8469_0:000e4c
59906at32523	8469_0:000c12
59907at32523	8469_0:00011b
59909at32523	8469_0:0028ff
59938at32523	8469_0:0023c1
60104at32523	8469_0:000927
60108at32523	8469_0:0002a4
60204at32523	8469_0:002388
60274at32523	8469_0:0029f8
60356at32523	8469_0:00233d
60364at32523	8469_0:0031ee
60376at32523	8469_0:0042db
60413at32523	8469_0:001f36
60514at32523	8469_0:003f1b
60551at32523	8469_0:002379
6055at32523	8469_0:001cf6
60565at32523	8469_0:000ddc
60588at32523	8469_0:003527
60601at32523	8469_0:001161
60659at32523	8469_0:0030de
60727at32523	8469_0:002eeb
60727at32523	8469_0:00396a
60779at32523	8469_0:00334d
60890at32523	8469_0:003700
60892at32523	8469_0:0044e6
608at32523	8469_0:001326
61087at32523	8469_0:002f89
61142at32523	8469_0:00131c
61154at32523	8469_0:0014db
61250at32523	8469_0:0016f6
61328at32523	8469_0:0010dc
61329at32523	8469_0:004003
61510at32523	8469_0:00451c
61513at32523	8469_0:0022c1
61594at32523	8469_0:003ba7
61620at32523	8469_0:00131a
61625at32523	8469_0:003583
61626at32523	8469_0:001a75
61630at32523	8469_0:001532
61638at32523	8469_0:00086f
61708at32523	8469_0:002eac
61791at32523	8469_0:000db7
61878at32523	8469_0:002f74
61899at32523	8469_0:001845
61999at32523	8469_0:001631
62039at32523	8469_0:0006b3
62044at32523	8469_0:000726
62159at32523	8469_0:001cd2
62209at32523	8469_0:00202d
62220at32523	8469_0:0005fc
62240at32523	8469_0:000ccd
62267at32523	8469_0:0017e5
62409at32523	8469_0:003a0b
62495at32523	8469_0:002f97
62512at32523	8469_0:003aa2
62513at32523	8469_0:003cc8
62528at32523	8469_0:000dfa
62579at32523	8469_0:00118d
62580at32523	8469_0:002a83
62592at32523	8469_0:000d2b
62738at32523	8469_0:003cbb
62739at32523	8469_0:003fb1
6290at32523	8469_0:00396f
63020at32523	8469_0:002abc
63076at32523	8469_0:000e27
63225at32523	8469_0:00179e
63280at32523	8469_0:003796
63294at32523	8469_0:003fe2
63308at32523	8469_0:0029b3
63382at32523	8469_0:00251b
63388at32523	8469_0:00102c
63695at32523	8469_0:001184
63752at32523	8469_0:003732
63823at32523	8469_0:003e88
63845at32523	8469_0:0031da
64069at32523	8469_0:0019ae
64071at32523	8469_0:00281d
64072at32523	8469_0:003da5
6412at32523	8469_0:0016ba
64182at32523	8469_0:000750
64217at32523	8469_0:002af0
64224at32523	8469_0:003041
64249at32523	8469_0:0012f6
6438at32523	8469_0:0008c3
64483at32523	8469_0:0004f1
64518at32523	8469_0:001c85
6451at32523	8469_0:001c98
64620at32523	8469_0:003fb8
64751at32523	8469_0:0039dc
64758at32523	8469_0:0022c5
64762at32523	8469_0:000e9f
64788at32523	8469_0:000cbe
64841at32523	8469_0:001f4d
64854at32523	8469_0:001c8b
64993at32523	8469_0:001739
65011at32523	8469_0:002a24
65021at32523	8469_0:00068e
65069at32523	8469_0:0042ac
65096at32523	8469_0:00227d
65110at32523	8469_0:0043d0
65113at32523	8469_0:003c4e
65197at32523	8469_0:0015c7
65291at32523	8469_0:00045b
65318at32523	8469_0:0034ba
65447at32523	8469_0:00198f
